Unnamed: 0	sentence	target	label	date
445	"





Bzzt.
The manta was a two-door sedan in the US.
It had a 1900 engine.
Was sometimes referred to as an Opel 1900.
Manta's are also ve hot and fun cars too.


















"	7	rec.autos	07/11/20 10:48 AM
462	sorry about that last post, my server neglected to send the message:	7	rec.autos	07/11/20 10:48 AM
492	This appeared today in the 	7	rec.autos	07/11/20 10:48 AM
534	"
OK...

5) How about a fuel gauge that *really* told you how much fuel was
   left.  Like, ""can I make it to where the gas is $1.14 or should
   I get gouged right here at $1.35?""  Accurate to the tenth of a
   gallon would be great."	7	rec.autos	07/11/20 10:48 AM
564	"
--AutoWeek had an article about the car within the past six weeks.
  It was the issue with the Diablo VT AWD on the cover.  Naturally, I
  don't remember the date of the issue offhand, but I can check it if
  anyone is interested.  

--Aamir Qazi

-- "	7	rec.autos	07/11/20 10:48 AM
592	" 
Yeah, I loved the vent windows on my 82 Escort (hell, the only thing I liked
about the car).  One of the things I'd like to see brought back.  Does
anyone know if they're an option on the new Escorts?"	7	rec.autos	07/11/20 10:48 AM
596	"I want to get a car alarm and I am thinking about getting an Ungo Box.
    Does anyone out there have any knowledge or experience with any of
    these alarms?  How about price ranges for the different models?
    Are these good car alarms?  Please email me any responces.

                cak3@ns3.lehigh.edu"	7	rec.autos	07/11/20 10:48 AM
598	"

sure sounds like they got a ringer.  the 325is i drove was definitely
faster than that.  if you want to quote numbers, my AW AutoFile shows
0-60 in 7.4, 1/4 mile in 15.9.  it quotes Car and Driver's figures
of 6.9 and 15.3.  oh, BTW, these numbers are for the 325i.

i don't know how the addition of variable valve timing for 1993 affects it.
but don't take my word for it.  go drive it."	7	rec.autos	07/11/20 10:48 AM
603	"
Don't worry about leaks.  Don't worry about which way to turn the damn thing.
Take a good claw hammer and pry it straight out.  Now, you'll notice, after
all the oil pours out, that there are no theads where there used to be."	7	rec.autos	07/11/20 10:48 AM
636	"Thanks to everyone who responded to my Honda Accord break question.
It does seem that the master cylinder is bad. I will have my
mechanic double check and be sure it isn't something simpler
and cheaper first, but from your responses it sounds like it
is very likely to be the master cylinder.

Thanks everyone!!"	7	rec.autos	07/11/20 10:48 AM
24	"I don't know about the specific problem mentioned in your
message, but I definitely had SCSI problems between my
Q700 and my venerable Jasmine Megadrive 10 cartridge
drives.  My solution was to get Silverlining.  None of
the loops that involved blind writes worked to the drives;
in fact the only loop that worked was the ""Macintosh
Software"" loop (whatever that means)."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
41	"Well I am using The Home Office. I bought it for arounde $350.
It does 14.4. I don't know if it's for data or fax. But the
feature I use is the Voic Mail Box, which I really have liked.

---

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
45	"Of course, if you want to check the honesty of your dealler, take it in
knowing what's wrong, and ask them to tell you. :)

Of course he'll probably know right a way, then charge you a $20 service
fee. :)"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
46	"Is there a Wyse 60 Terminal Emulator or a comms toolbox kit available on the
net somewhere?

Thanks."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
62	"I notice the Toshiba 3401 has 3 versions, B - internal, E - external and P -
portable.  Can anyone tell me the difference between the portable and the
external version?  Where in the SF Bay Area can I find a model P?

Thanks,  --Bill"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
103	"
Tests suck! Post a real message!
:^)
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
122	"

    Sure. I can give is a shot...


    You need to get the 30-pin simms.


    If you mean in a ""newer, more powerful"" Mac system then the answer
is no. Apple has stated that all new Macs will use the 72-pin SIMMs and
no longer use the 30-pin SIMMs."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
194	"Mysstem crashes aftwer sleepp.  I use 1.0.1 enabler. I use appletalk and 
filesharing. I have and ExpressModem.

--Lowell"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
242	"Some pixels on my PB 140 display disappear intermittently.  They are not in
a particular place but random.  If anybody has suggestions I would appreciate
e-mailings.  Thanks.

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
243	"I have been playing with my Centris 610 for almost a week now.  I must say
this machine is really fast!  The hardware turn-on feature is annoying, but
I got PowerKey from Sophisicated Circuits and it works like a charm.

However, I still have a few complaints:
- when I restart the machine every time, the screen image (the desktop
  pattern) jerks up and down for a few times.
- the Quantum 170 drive is noisy

Overall, I highly recommend it:  it is fast, affordable and looks great!

--"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
277	"
have you tried printing the data file (TIFF) from another application such 
as freehand or PageMaker?  I have found that Photoshop has occasional 
problems printing files that I can print through other applications.

-GReg"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
285	"

No problems."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
293	"Hello all,

If anyone knows of a place to get the case to hold the power supply and
motherboard of a Quadra 950 please let me know.  I have tried some mail
order places and some local stores.  Both groups would prefer that I part
with over $1000 to get just the case.  In my eyes this seems about $600-$700
to much.  Any comments?  I currently own the guts of a 950.

Please email me or post to this group w/ info,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
309	"
 	


I think you will find that the Mac SE can PRINT grayscale images, loaded
with the proper software. However, the Mac SE cannot DISPLAY grayscale on
its screen or any attached video because that ability is not in the ROM.

So, while you might be able to PRINT grayscale, you'd have a hard time
SEEING the grayscale image you want to print.

Doug"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
357	"
I have a Lightening Scan Pro 256 hand scanner.  It came with scanning/editing
software, OCR software, and some plug-in modules for Photoshop et al.  The
scanner was a tad on the pricey side ($480), but the scans are incredibly
accurate, in 256 level, 300 dpi grayscale.  It also has dithered and line art
settings when grayscale isn't desired.  Great scanning software, easy to use.  I
frequently write letters to my neices, and spontaneouly include a scanned image
in the note.  Hope this helps!
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
368	"Also, if someone would recommend another

Try looking at the Brainstorm Accelerator for the Plus.  I believe it is
the best solution because of the performance and price.  Why spend $800
upgrading a computer that is only worth $300 ????
  The brainstorm accelerator is around $225.  It speeds up the internal
clock speed to 16MHz.  That may not seem like much but it also speeds up
SCSI transfers.  I think that feature is unique to brainstorm.
Check it out."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
374	"


The previous article referred to the fact that you could only use 20ns SIMMs in
a 50MHz machine, but that you could use 80ns SIMMs in slower machines. I just
pointed out that if you could only use 20ns SIMMs in a 50MHz machine, you can't
use 80ns SIMMs in anything faster than a 12.5 MHz machine. Bank switching and
caches were not considered in either example (although both would help memory
access).

-- 
Ravikumar Venkateswar
rvenkate@uiuc.edu"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
392	"Thanks, Steve, for your helpful and informative comments on Mac stereo
sound.

Too bad some developers aren't addressing the problem.

This did make my trusty old Mac II superior to the Quadra I replaced
it with in one way though!  :)


Thanks,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
399	"Does anyone know how to reach Micron?  I am interested in getting some
specifics about what types of monitors work with their Micron Xceed
card for the se/30.  either e-mail or phone number would be prefered.
Or if you have the answers to my questions, i'd appreciate a reply.

Thanks.



-- 
----------------------------------------------------------------
julia hsieh              My opinions are not intended to reflect
hsieh@ipld01.hac.com     those of Hughes Aircraft Company."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
428	"this is a test
 
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
3	"
Do you have Weitek's address/phone number?  I'd like to get some information
about this chip.
"	1	comp.graphics	07/11/20 10:48 AM
99	": Currently, I use a shareware program called Graphics Workshop.
: What kinds of things will Hijaak do that these shareware programs
: will not do?

I also use Graphic Workshop and the only differences that I know of are that
Hijaak has screen capture capabilities and acn convert to/from a couple of
more file formats (don't know specifically which one).  In the April 13
issue of PC Magazine they test the twelve best selling image capture/convert
utilities, including Hijaak."	1	comp.graphics	07/11/20 10:48 AM
108	"i am sorry, but this genoa card does nothing that the ATI ultra plus 2mb
can't do, PLUS the ATI costs 330$US street price ....

"	1	comp.graphics	07/11/20 10:48 AM
125	"




Yes.


I don't know where Douglas Adams took it from, but I'm pretty sure he's
the one who launched it (in the Guide). Since then it's been showing up 
all over the place."	1	comp.graphics	07/11/20 10:48 AM
137	"Hi, I'm looking for the 3-D studio driver for the
	Oak card with 1 M of RAM.
	This would be GREATLY (and I mean that) appreciated"	1	comp.graphics	07/11/20 10:48 AM
150	"gnuplot, etc. make it easy to plot real valued functions of 2 variables
but I want to plot functions whose values are 2-vectors. I have been 
doing this by plotting arrays of arrows (complete with arrowheads) but
before going further, I thought I would ask whether someone has already
done the work. Any pointers??

thanx in advance
"	1	comp.graphics	07/11/20 10:48 AM
158	"he


     Are we talking about ColorView for DOS here?  
     I have version 2.0 and it writes the temp files to its own
     current directory.
     What later versions do, I admit that I don't know.
     Assuming your ""expert"" referenced above is talking about
     the version that I have, then I'd say he is correct.
     Is the ColorView for unix what is being discussed?
     Just mixed up, confused, befuddled, but genuinely and
     entirely curious....

     Uncle Fester
"	1	comp.graphics	07/11/20 10:48 AM
187	"
Okay, I've received a whole lot of requests for the movie, so for
simplicity's sake I can't mail out any more than I've already received (as
of 16:30 EDT, Tuesday).  Maybe it'll pop up on a site sooner or later."	1	comp.graphics	07/11/20 10:48 AM
220	"

Maybe I should point out that we are not talking about c.s.amiga.*.
Only comp.graphics."	1	comp.graphics	07/11/20 10:48 AM
284	"I'm using ""rayshade"" on the u.w. computers here, and i'd like input
from other users, and perhaps swap some ideas.  I could post
uuencoded .gifs here, or .ray code, if anyone's interested.  I'm having
trouble coming up with colors that are metallic (i.e. brass, steel)
from the RGB values.

If you're on the u.w. machines, check out ""~fineman/rle.files/*.rle"" on 
stein.u.washington.edu for some of what i've got.  "	1	comp.graphics	07/11/20 10:48 AM
328	"


    ^^^
If french is your language, try counting in french in stead, maybe
it will work better.... :-)"	1	comp.graphics	07/11/20 10:48 AM
348	"Help!
How do you write to the second bank/page of memory when in VGA
320x200x256 colour mode?. ie: to perform page flipping animation
and buffering of the screen.
     I have tried using the Map Mask Registers, but this does not
perform the required task (Although it does do something).

Note: It *must* be able to work on a standard VGA (ie: not
necessarily a SVGA card)."	1	comp.graphics	07/11/20 10:48 AM
409	"I can't fiqure this out.  I have properly compiled pov on a unix machine
running SunOS 4.1.3  The problem is that when I run the sample .pov files and
use the EXACT same parameters when compiling different .tga outputs.  Some
of the .tga's are okay, and other's are unrecognizable by any software."	1	comp.graphics	07/11/20 10:48 AM
465	"I'm looking for any information on detecting and/or calculating a double
point and/or cusp in a bezier curve.

An algorithm, literature reference or mail about this is very appreciated,"	1	comp.graphics	07/11/20 10:48 AM
530	"I've recently got hold of a PC with an S3 card in it, and I'd like to do some
C programming with it, are there any libraries out there that will let me
access the high resolution modes available via Borland Turbo C?"	1	comp.graphics	07/11/20 10:48 AM
639	"

Stone, DeRose: Geometric characterization of parametric cubic curves.
ACM Trans. Graphics 8 (3) (1989) 147 - 163.


Manocha, Canny: Detecting cusps and inflection points in curves.
Computer aided geometric design 9 (1992) 1-24."	1	comp.graphics	07/11/20 10:48 AM
640	"Hi, 

the subject says it all. Is there a PD viewer for gl files (for X)?

Thanks
"	1	comp.graphics	07/11/20 10:48 AM
654	"The file and contents listings for:

Knowledge Media Resource Library: Graphics 1
Knowledge Media Resource Library: Audio 1"	1	comp.graphics	07/11/20 10:48 AM
660	"

THANKS!  It did work, and it is just what I needed thanks..."	1	comp.graphics	07/11/20 10:48 AM
661	"Howdy all,

	I was wondering if people could e-mail me their opinions on
the various graphics viewers available for MS-Windows 3.x...  I'm
working on a project to set up our scanner and write documentation on
how to use it and it would be nice to have a snazzy image viewer 
to look at (and maybe even edit?) the image you just scanned.

The file formats I'm looking for:

GIF
JPEG
TIFF
PCX
whatever other 'major' file formats there are.

Thanks a lot for your help

Grant
"	1	comp.graphics	07/11/20 10:48 AM
698	"There is a program called Graphic Workshop you can FTP from
wuarchive.  The file is in the msdos/graphics directory and
is called ""grfwk61t.zip.""  This program should od everthing
you need.

-- "	1	comp.graphics	07/11/20 10:48 AM
744	"Hi, netters

I am looking for source code that can reads the ascii file
or bitmap file and produced the thinned image.
For example, to preprocess the character image I want to
apply thinning algorithm."	1	comp.graphics	07/11/20 10:48 AM
776	"    Help!! I need code/package/whatever to take 3-D data and turn it into
a wireframe surface with hidden lines removed. I'm using a DOS machine, and
the code can be in ANSI C or C++, ANSI Fortran or Basic. The data I'm using
forms a rectangular grid.
   Please post your replies to the net so that others may benefit. IMHO, this
is a general interest question.
   Thank you!!!!!!
"	1	comp.graphics	07/11/20 10:48 AM
778	"Concerning the proposed newsgroup split, I personally am not in favor of
doing this.  I learn an awful lot about all aspects of graphics by reading
this group, from code to hardware to algorithms.  I just think making 5
different groups out of this is a wate, and will only result in a few posts
a week per group.  I kind of like the convenience of having one big forum
for discussing all aspects of graphics.  Anyone else feel this way?
Just curious.
"	1	comp.graphics	07/11/20 10:48 AM
837	"I am trying to configure Zsoft's PC Paintbrush IV+ for use with my
Logitech Scanman 32 (hand scanner), but I can't get Paintbrush to
acknowledge the scanner. Is there anybody out there using Paintbrush
with a scanner, if so, can you help me out?
                                Thanks Luis Nobrega
                                                                                      "	1	comp.graphics	07/11/20 10:48 AM
1012	"
I agree with you. Of cause I'll try to be a daemon :-)"	1	comp.graphics	07/11/20 10:48 AM
1065	"  Could someone please help me find a program or figure out how to extract a li
st of R G B values for each pixel in an image.  I can convert between tga and s
everal other popular formats but I need the R G B values for use in a program I
 am writing.  Thanks for the help
"	1	comp.graphics	07/11/20 10:48 AM
1078	"Of course, I do not agree.  It does have more horsepower.  Horsepower is not
the only measurement for 'better'.  It does not have full motion, full screen
video yet.  Does it have CD-ROM XA?

Which other manufacturers?
We shall see about the date.

This is second hand, but it still hard to look to the future ;-)."	1	comp.graphics	07/11/20 10:48 AM
1090	"  Does anyone know how to convert a targa or similar 24 bit picture into a list
 of R G B values and then convert back to targa after doing operations on the p
ixels R G B codes.
ex.  Targa ---->000100255pixel 1
001200201pixel 2etc....
If no one can help me with this could someone explain how the 24 bit data is st
ored in the targa file and also how its stored in the 8 bit targas.   Thanks
"	1	comp.graphics	07/11/20 10:48 AM
1116	"Hello, I realize that this might be a FAQ but I have to ask since I don't get a
change to read this newsgroup very often.  Anyways for my senior project I need
to convert an AutoCad file to a TIFF file.  Please I don't need anyone telling
me that the AutoCAD file is a vector file and the TIFF is a bit map since I
have heard that about 100 times already I would just like to know if anyone
knows how to do this or at least point me to the right direction."	1	comp.graphics	07/11/20 10:48 AM
1167	"I used the information provided in the recent resource listings and
tried to ftp to:

ccu1.aukland.ac.nz [130.216.1.5]:  ftp/mac/architec - *VISION-3D facet

and received an 'unknown host' message.

mail to Paul D. Bourke (pdbourke@ccu1.aukland.ac.nz) bounces with basically
the same problem.

Where'd he go????

Rick

 
"	1	comp.graphics	07/11/20 10:48 AM
1268	"
Wrong...the major improvements for 2.01 and 2.01a are in the use of IPAS routines
for 3d studio.  They have increased in speed anywhere from 30-200% depending
on which ones you use."	1	comp.graphics	07/11/20 10:48 AM
1337	"Apparently, my editor didn't do what I wanted it to do, so I'll try again.

i'm looking for any programs or code to do simple animation and/or
drawing using fractals in TurboPascal for an IBM
              Thanks in advance"	1	comp.graphics	07/11/20 10:48 AM
1340	"
Archer> How about ""Interactive Sex with Madonna""?

or ""Sexium"" for short.

/Lars"	1	comp.graphics	07/11/20 10:48 AM
1355	"Are  complex  bio-medical  images  available  anywhere on the net for 
experimentation?  By complex I mean that every sampled data point has 
a magnitude and phase information both. "	1	comp.graphics	07/11/20 10:48 AM
1373	"==============================================================================
Has anyone created any interesting animations using Dmorph
I seem to be unable to create anything that looks remotely
realistic although this is probably due to the crappy GIF's
at I am using (One of Captain Kirk and One of Spock), i'm a
bit of a 'Trekker'.  What are the best type of pictures to use.
thanks........
            A.Situnayake
"	1	comp.graphics	07/11/20 10:48 AM
1425	"


Apple just released the Quicktime volume of the new Inside Macintosh series.
Any bookstore with reasonable technical stock should have it."	1	comp.graphics	07/11/20 10:48 AM
1457	wing the suggestion of Stu Lynne, I have posted the Image File Format executable and source code to alt.sources.	1	comp.graphics	07/11/20 10:48 AM
1471	"Well, the temp file thing creates an obvious problem: it is impossible to use
cview for viewing CD-ROM based picture collections. And it is the ONLY non-
windows viewer that works properly with my Cirrus-based 24 bit VGA.

"	1	comp.graphics	07/11/20 10:48 AM
1480	"I am interested in any information on stereoscopic imaging on a sun
workstation.  For the most part, I need to know if there is any hardware
available to interface the system and whether the refresh rates are
sufficient to produce quality image representations.  Any information
about the subject would be greatly appreciated."	1	comp.graphics	07/11/20 10:48 AM
1501	"I would like to program Tseng ET4000 to nonstandard 1024x768 mode by
switching to standard 1024x768 mode using BIOS and than changing some
timing details (0x3D4 registers 0x00-0x1F) but I don't know how to
select 36 MHz pixel clock I need. The BIOS function selects 40 MHz.

Is there anybody who knows where to obtain technical info about this.
I am also interested in any other technical information about Tseng ET4000
and Trident 8900 and 9000 chipsets.

			thanks very much"	1	comp.graphics	07/11/20 10:48 AM
1567	"Hello,
    I've recently had Povray draw about 10 sample files. The problem is that
I accidently erased the command in my povray.def that made the image a targas
file. So now the files are the dump format. How do I fix these files with out
having to re-trace them? By fix I mean, turn them into targas. Thanks in
advance.
                                                -Jerry"	1	comp.graphics	07/11/20 10:48 AM
1586	"Have you considered the Apple Laserwriter IIg. We use it for all our B&W
image printing.
"	1	comp.graphics	07/11/20 10:48 AM
1591	": A very kind soul has mailed me this reply for the bugs in CView.
: Since he isn't in the position to post this himself, he asked me to post
: it for him, but to leave his name out. So here it comes:
: 
: CView has quite a number of bugs.  The one you mention is perhaps the most
:
A stupid question, but what will CView run on and where can I get it? I
am still in need of a GIF viewer for Linux. (Without X-Windows.)
Thanks!
 
"	1	comp.graphics	07/11/20 10:48 AM
1616	"
   Just because the 68070 can run upto 15Mhz doesn't mean the CD-I
is running at that speed.  I said -> I understand it is a 68070 running
at something like 7Mhz.  I am not sure, but I think I read this a long
time ago.

   Anyway, still with 15Mhz, you need sprites for a lot of tricks for
making cool awesome games (read psygnosis).
"	1	comp.graphics	07/11/20 10:48 AM
1664	"

    The gl2p1.lzh stuff under gfx/show on the Aminet sites includes a
    utility called pic2hl, that is a filter for HamLab that can handle
    the most commonly used kinds of .PIC and .CLP files.

    The biggest problem is that the .CLP files don't usually contain a
    palette, so you need to convert a .PIC with the right palette
    first (which creates a ""ram:picpal"" file), and then convert the
    .CLP files.
"	1	comp.graphics	07/11/20 10:48 AM
1715	"Hi.

The RTrace ray tracer supports 3D text as a primitive, not collections of
spheres, cylinders and so on...
The 3D chars are made of lines and splines that are extruded...

Please have a look at asterix.inescn.pt [192.35.246.17] in directory
pub/RTrace.
In pub/RTrace/tmp there are some demo images with high quality text.
All of them are called Text?.jpg (JPEG encoded). See them first and then
tell me what you think."	1	comp.graphics	07/11/20 10:48 AM
1725	"Hi there!...
		Well, i have a 386/40 with SVGA 1Mb. (OAK chip 077) and i don't
		have VESA TSR program for this card. I need it . 
			Please... if anybody can help me, mail me at:
			lulagos@araucaria.cec.uchile.cl"	1	comp.graphics	07/11/20 10:48 AM
1755	"Hi,

Can anybody suggest robust algorithms/code for computing the point of intersection
on n, 2-d lines in a plane. The data has outliers and hence a simple least squares
technique does not seem to provide satifactory results.

Please respond by e-mail and I will post the summary to the newsgroups
if there is sufficient interest.

Thanks,

Raj Talluri
Member Technical Staff
Image Understanding Branch
Texas Instruments
Central Research Labs
Dallas, Texas 75248"	1	comp.graphics	07/11/20 10:48 AM
1772	"Does anybody out there have or know how to calculate the RGB values 
required to set the 256 color VGA palette so that the colors from 
0..255 will give 256 colors  of the rainbow ie red, orange, 
yellow, etc.

Any help would be appreciated. Please email to eeerik@cc.newcastle.edu.au"	1	comp.graphics	07/11/20 10:48 AM
1798	"Does anyone know of software that will allow
you to convert CorelDraw (.CDR) files
containing bitmaps to SCODAL, as this is the
only format our bureau's filmrecorder recognises."	1	comp.graphics	07/11/20 10:48 AM
1803	"Are there any TIFF to anything programs out there for the IBM?
Our scanner works into TIFF, and I can view it on CSHOW 8.1, but 
all of my other programs read errors.  Are there any basic Tiff to 
JPEG, GIF, PCX, BMP, etc...?

Thanks for the time...Email or post acceptable.
Joshuaf"	1	comp.graphics	07/11/20 10:48 AM
1831	"I am looking for EISA or VESA local bus graphic cards that support at least 
1024x786x24 resolution.  I know Matrox has one, but it is very expensive.  All the
other cards I know of, that support that resoultion, are striaght ISA. 

Also are there any X servers for a unix PC that support 24 bits?"	1	comp.graphics	07/11/20 10:48 AM
1835	"

I've just had the good fortune to be hired by Electronic Arts as Senior
Computer Graphics Artist at the Vancouver, Canada office.  :^)

The timing has a lot to do with the 3DO which EA is putting a lot of resources
into.  I do not know of any titles to be developed as yet but will be happy to
post as things develop.  I start there May 3."	1	comp.graphics	07/11/20 10:48 AM
1869	"
I am in the market for a 24-bit graphics card for a PC (ISA bus), and
was wondering if anyone had any comments (good? bad? otherwise?) regarding
the Diamond Stealth 24?  
"	1	comp.graphics	07/11/20 10:48 AM
1907	"
I usually use ""Algorithms for graphics and image processing"" by
Theodosios Pavlidis, but other people here got them same idea and now
3 of 4 copies in the libraries have been stolen!

Another reference is ""Digital Image Processing"" by Gonzalez and
Wintz/Wood, which is widely available but a little expensive ($55
here- I just checked today)."	1	comp.graphics	07/11/20 10:48 AM
1925	"They need a hit software product to encourage software sales of the product,
i.e. the Pong, Pacman, VisiCalc, dBase, or Pagemaker of multi-media.
There are some multi-media and digital television products out there already,
albeit, not as capable as 3DO's.  But are there compelling reasons to buy
such yet?  Perhaps someone in this news group will write that hit software :-)
"	1	comp.graphics	07/11/20 10:48 AM
1928	"
: 3DO is still a concept.
: The software is what sells and what will determine its
: success.


Apparantly you dont keep up on the news.  3DO was shown
at CES to developers and others at private showings.  Over
300 software licensees currently developing software for it."	1	comp.graphics	07/11/20 10:48 AM
2062	"Using the VMODE command, all you need to do is type VMODE VESA at the dos
prompt. VMODE is included with the Speedstar 24.  I have used the VESA mode
for autodesk animator pro.
"	1	comp.graphics	07/11/20 10:48 AM
2125	"I'm making a customized paint program in DOS and need an algorithm
for reading bitmap files like GIF, PCX, or BMP.  Does anyone have
such an algorithm?  I've tried copying one out of a book for reading
.PCX format but it doesn't work.  I will take an algorithm for any
format that can be created from Windows Paint.  
Thanks!
Toni
"	1	comp.graphics	07/11/20 10:48 AM
2151	"
See:
   Maureen Stone and Tony DeRose,
   ""A Geometric Characterization of Parametric Cubic Curves"",
   ACM TOG, vol 8, no 3, July 1989, pp. 147-163.
_______________________________________________________________________

...Ron Capelli                 IBM Corp.  Dept. C13,  MS. P230
   capelli@vnet.ibm.com        PO Box 950
   (914) 435-1673              Poughkeepsie, NY  12602
_______________________________________________________________________"	1	comp.graphics	07/11/20 10:48 AM
2182	"
Another source:  There's a poly blitter for mode y (mode x in 320x200)
at sunee.uwaterloo.ca.  Also there is REND386, an even faster 3D
renderer with VR extensions.


--------------------------------------------------------------------------"	1	comp.graphics	07/11/20 10:48 AM
2232	"I'm not sure if you got the information you were looking for, so I'll
post it anyway for the general public.  To load an image on your root
window add this line to the end of your .xsession file:

 xloadimage -onroot -fullscreen <gif_file_name> &

This is assuming of course you have the xloadimage client, and as
for the switches, I think they pretty much explain what is going on.
If you leave out the <&>, the terminal locks till you kill it.
(You already knew that though...)

Hope this helps."	1	comp.graphics	07/11/20 10:48 AM
2302	"I was chaining around in the anonymous ftp world looking for 3D Studio
meshes and other interesting graphical stuff for the program, and found
a few files with the extension 3D2.  My 3DS v2.01 doesn't know this type
of file, so what are they?

And of course, the perennial... Where are some meshes, fli files, etc.
out there?   I would have thought that someone would have collected a few
and put them somewhere, but alas I am without this knowledge.

mucho appreciato"	1	comp.graphics	07/11/20 10:48 AM
2304	"

Do you happen to know what a .SCO RIX file is?
"	1	comp.graphics	07/11/20 10:48 AM
2341	"I aparantly mistyped the address for the ftp site which holds the images. The
correct address should be:

jupiter.csd.unb.ca
                ^^
rather than jupiter.csd.unb.edu.  They are in the directory:

\pub\library.info"	1	comp.graphics	07/11/20 10:48 AM
2429	Hello,	1	comp.graphics	07/11/20 10:48 AM
2432	"I wanted to know if any of you out there can recommend a good
book about graphics, still and animated, and in VGA/SVGA.

Thanks in advance
"	1	comp.graphics	07/11/20 10:48 AM
2433	"Hi,
has anyone more info about the XGA-2 chipset?
HW-funcs, TrueColor, Resolutions,...
Any boards with XGA-2 out yet?

thanks
Rainer

-- 
Rainer Leberle	                           rleberle@sparc2.cstp.umkc.edu
University of Kansas City, MO  "	1	comp.graphics	07/11/20 10:48 AM
2468	"Yes, there are serveral programs which can convert font files (eq the Borland
fonts) to objects consisting of spheres, cones etc. 
I've used a program (forgot its name/place, but i can look for it) which
converted these Borland fonts to three different raytracers. Vivid, POV and
Polyray (which i like more (more flexibel/faster/use of expressions etc).
The program has a lot nice features.
So if interested give me a mail."	1	comp.graphics	07/11/20 10:48 AM
2472	"I am looking for a public domain 3d viewer.  It does not have to be very
fancy.  The features I want is simple wireframe display, flat shading, 
simple transformation.  It would be nice to have hidden line.    "	1	comp.graphics	07/11/20 10:48 AM
