sentence	label
you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her 	1
a deceptively casual ode 	1
help chicago make the transition from stage to screen with considerable appeal intact 	1
you have ellen pompeo sitting next to you for the ride 	1
true fans 	1
quite rich and exciting 	1
luminous interviews and amazingly evocative film from three decades ago 	1
, you ca n't help but get caught up in the thrill of the company 's astonishing growth . 	1
a showdown 	1
greatly 	1
free 	1
intriguing species 	1
scherfig , who has had a successful career in tv 	1
watching it leaves you giddy 	1
beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . 	1
outrageously creative action 	1
the most purely enjoyable and satisfying evenings 	1
for a story 	1
in addition to hoffman 's powerful acting clinic 	1
right stuff 	1
the wonderful cinematography and naturalistic acting 	1
high-concept films 	1
invigorating , surreal , and resonant 	1
the chateau , a sense of light-heartedness , that makes it attractive throughout 	1
have a passion for the material 	1
maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . 	1
romanticized rendering 	1
is terrific as rachel 	1
with awe 	1
joyous romp of a film . 	1
a nonstop hoot 	1
just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart 	1
ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . 	1
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation 	1
exciting and 	1
and in the best way 	1
of our most flamboyant female comics 	1
squareness that would make it the darling of many a kids-and-family-oriented cable channel 	1
this film special 	1
of the amazing spider-man 	1
acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . 	1
terrific , sweaty-palmed fun 	1
very funny joke 	1
complex story 	1
be burns 's strongest film since the brothers mcmullen 	1
ca n't miss it 	1
dover kosashvili 's outstanding feature debut so potent 	1
of the best short story writing 	1
`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era 	1
appealing character quirks to forgive that still serious problem 	1
could easily be called the best korean film of 2002 	1
largest-ever historical canvas 	1
a solid cast , assured direction and complete lack of modern day irony . 	1
oh-so-important 	1
's a work that , with humor , warmth , and intelligence , captures a life interestingly lived 	1
deserve a passing grade 	1
you 're gon na like this movie . 	1
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . 	1
felt performances across the board . 	1
has finally made a movie that is n't just offensive 	1
casual and fun 	1
the film 's intimate camera work 	1
crackles 	1
a fairly revealing study of its two main characters 	1
high drama , disney-style 	1
may be more genial than ingenious , but it gets the job done . 	1
, good action , good acting , good dialogue , good pace , good cinematography . 	1
oozing , chilling and heart-warming 	1
filming the teeming life on the reefs 	1
quite endearing . 	1
things will turn out okay 	1
the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural 	1
grand 	1
good-natured fun found in films like tremors 	1
betters it 	1
transfixes the audience 	1
moving and important 	1
dope 	1
an avid interest 	1
blessed with two fine , nuanced lead performances 	1
true star 	1
is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction 	1
that 's both charming and well acted 	1
the guy-in-a-dress genre 	1
director claude chabrol has become the master of innuendo . 	1
riveting and 	1
an inuit masterpiece 	1
oscar 	1
provide much more insight 	1
what you wish for 	1
fluid and mesmerizing 	1
... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . 	1
it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . 	1
a diverse and astonishingly articulate cast of palestinian and israeli children . 	1
one carried by a strong sense of humanism 	1
another entertaining romp from robert rodriguez . 	1
directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . 	1
funny , triumphant , 	1
a film of ideas and wry comic mayhem 	1
of moviegoers for real characters and compelling plots 	1
worth a 	1
enthralling 	1
of quirky characters and an engaging story 	1
making kahlo 's art a living , 	1
many pleasures 	1
is worth searching out 	1
balances both traditional or modern stories together in a manner that one never overwhelms the other . 	1
decent performance 	1
a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . 	1
movie love 	1
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- 	1
the perfect movie 	1
oscar-sweeping franchise predecessor 	1
it sets out with no pretensions and delivers big time 	1
give you enough to feel good about 	1
unexpectedly insightful 	1
allen 's romantic comedies so pertinent and enduring 	1
is an extraordinary film , not least 	1
with the the wisdom and humor of its subjects 	1
provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen 	1
again dazzle and delight us 	1
that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes 	1
aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film 	1
impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . 	1
laughed at 	1
intelligence or invention 	1
shakespearean -- both in depth and breadth -- 	1
unique directing style 	1
hip hop beat 	1
funniest and 	1
starts off witty and sophisticated and you 	1
, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons 	1
shines on all the characters , as the direction is intelligently accomplished 	1
taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults 	1
lead a group of talented friends astray 	1
this gentle , mesmerizing portrait 	1
genial is the conceit , this is one of those rare pictures that you root for throughout , 	1
draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss 	1
handles it in the most unexpected way 	1
those eternally devoted to the insanity of black will have an intermittently good time . 	1
that excites the imagination and tickles the funny bone 	1
one of its strengths 	1
of masterpiece 	1
into this dream hispanic role with a teeth-clenching gusto 	1
makes these lives count 	1
jolts the laughs from the audience -- 	1
a delightful stimulus 	1
winning shot 	1
feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . 	1
lewis 	1
bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . 	1
called the best korean film of 2002 	1
one of the best rock 	1
it forces you to watch people doing unpleasant things to each other and themselves 	1
of the holiday box office pie 	1
like an extended , open-ended poem than a traditionally structured story 	1
to be mesmerised 	1
the people who loved the 1989 paradiso will prefer this new version 	1
a lot of energy 	1
for its success on a patient viewer 	1
while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . 	1
this may be burns 's strongest film since the brothers mcmullen . 	1
timely , tongue-in-cheek 	1
morton deserves an oscar nomination . 	1
weirdly engaging and unpredictable character pieces 	1
efficiency and an affection for the period 	1
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it 	1
tell a story about the vietnam war before the pathology set in 	1
it irrigates our souls . 	1
a hint of humor 	1
with a big heart 	1
a rollicking adventure for you and all your mateys , regardless of their ages 	1
its most immediate and most obvious pleasure 	1
there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies 	1
one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . 	1
made a decent ` intro ' documentary 	1
makes us see familiar issues , like racism and homophobia , in a fresh way . 	1
movies with the courage to go over the top and movies that do n't care about being stupid 	1
this intricately structured and well-realized drama 	1
embracing 	1
a meditation on faith and madness , frailty is blood-curdling stuff . 	1
other than its oscar-sweeping franchise predecessor 	1
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in 	1
the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill 	1
an entertaining mix of period drama and flat-out farce that should please history fans 	1
the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart . 	1
love this movie 	1
liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances 	1
works smoothly 	1
with a creepy and dead-on performance 	1
placed in the pantheon of the best of the swashbucklers 	1
a satisfyingly unsettling ride 	1
good a job as anyone 	1
, smart and complicated 	1
are pretty valuable these days 	1
beautiful to watch and 	1
accentuating 	1
a wonderful ensemble cast 	1
endear 	1
the truly funny bits 	1
be the cat 's meow 	1
wonderland adventure , a stalker thriller , and 	1
be part of 	1
cinema history as the only movie ever 	1
comes from a renowned indian film culture that allows americans to finally revel in its splendor 	1
accomplished oscar winners 	1
of those underrated professionals who deserve but rarely receive it 	1
we find ourselves surprised at how much we care about the story 	1
enjoyed it just 	1
reacting to it - feeling a part of its grand locations , 	1
delivered with such conviction that it 's hard not to be carried away 	1
colorful , vibrant introduction 	1
the slow parade of human frailty fascinates you 	1
famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . 	1
a laugh between them 	1
that gradually sneaks up on the audience 	1
photographic marvel 	1
gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . 	1
while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . 	1
wow ' factor 	1
hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . 	1
brazil-like , hyper-real satire 	1
find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most 	1
an absolute delight for all audiences 	1
moonlight mile should strike a nerve in many . 	1
revelatory performance 	1
that is more complex and honest than anything represented in a hollywood film 	1
nifty premise 	1
vein 	1
the wonderfully lush morvern callar is pure punk existentialism , and 	1
earnest movie 	1
effective enough 	1
showing us well-thought stunts or a car chase that we have n't seen 10,000 times 	1
going at a rapid pace , 	1
still fun and enjoyable and 	1
's also undeniably exceedingly clever 	1
an entertainment destination for the general public 	1
i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . 	1
england 's roger mitchell , who handily makes the move from pleasing 	1
to the enduring strengths of women 	1
surprisingly faithful 	1
the numerous scenes 	1
improved upon the first 	1
that might have made it an exhilarating 	1
k-19 : the widowmaker is a great yarn . 	1
thank 	1
just because a walk to remember 	1
the humor is recognizably plympton 	1
likeable thanks to its cast , its cuisine and its quirky tunes . 	1
a fascinating , compelling story 	1
a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . 	1
whimsical and relevant today 	1
see the it 	1
tackles the difficult subject of grief and loss 	1
funny and sad 	1
is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . 	1
as refreshing 	1
has created a brilliant motion picture . 	1
a beautiful food entrée 	1
us a slice of life that 's very different from our own and yet instantly recognizable 	1
his story ends or just ca n't tear himself away from the characters 	1
scenes of cinematic perfection 	1
love liza 's tale 	1
the type of film about growing up that we do n't see often enough these days : realistic , urgent 	1
go see this delightful comedy . 	1
propelled by the acting 	1
presents us with an action movie that actually has a brain . 	1
'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . 	1
visceral and dangerously honest revelations about the men and machines behind the curtains of our planet 	1
another masterpiece 	1
an incredibly layered and stylistic film 	1
a classic story 	1
daring 	1
