Unnamed: 0	sentence	label	university
10	 Server Date Wednesday GMT Sunday GMT Deepak Balakrishna Deepak Balakrishna Master of Engineering Department of Computer Science Cornell University Resume Education Courses Personal Deepak Balakrishna gbd Resume HTML Postscript Back to the main page Education Undergraduate completed my undergraduate in June at Karnataka Regional Engineering College Surathkal India majored in Computer Science My major interest was in Multimedia Other courses related to Computer Science were Operating Systems Artificial Intelligence Compiler Construction Data Communications and Computer Graphics Graduate am presently at Cornell University pursuing Master of Engineering degree in Computer Science am specialising in Multimedia and after graduation want to be involved in projects dealing with multimedia and web server programming Back to the main page Courses The following courses listed are those have taken for the Fall semester CS Multimedia Systems Smith CS Advanced Database Systems Praveen Seshadri CS Engineering Computer Networks Srinivasan Keshav CS Software Engineering Michael Godfrey Back to the main page Personal Well Let see Where do start OK Here goes Once upon time long long ago actually on November in land they call Bharat India for the outside world at precise was born cute chubby little baby weighing approximately four pounds He took on the name Deepak meaning light and went on actually he still in the process to change the world Incidentally or probably out of divine interference Aishwarya Rai Miss World was born on the same day My Is she lucky to be born on the same day as me Leaving out the miniscule details of my earlier life let dive straight into high school Well lucky to have been to National Public School Bangalore for greater part of my schooling Now that the place for someone to be And college Nothings better than KREC Thats where majored in Computer Science wonder how long it will be before get another four year holiday To have been part of the Class of was joy never to be matched And here am at Cornell University pursuing masters degree in Computer Science Well just hope it gets me somewhere And finally heres link to my friends Ashish Aastha Indira Ankit Vineet Back to the main page	student	cornell
11	 Date Sunday GMT Server Tuesday GMT Jeff Baggett Jeff Baggett Center for Applied Mathematics Frank Rhodes Hall Cornell University Ithaca NY baggett Who am am sixth year graduate student in the Department of Mathematics at Cornell University under the supervision of Nick Trefethen expect to finish my thesis titled dynamics and applications in hydrodynamic stability by the summer of would like to continue my research so am seeking research position Here is detailed outline postscript pages of my thesis My curriculum vitae postscript pages Interests and Activities My interests and background are an unusual blend of scientific computing dynamical systems and fluid mechanics Here is research proposal postscript pages for some work would like to do in the next couple of years Papers mostly linear model of transition to turbulence postscript with Driscoll and Trefethen Physics of Fluids April Exponential type versus spectral abscissa the Hille and Phillips example postscript submitted to Integral Equations and Operator Theory Low dimensional models of subcritical transition to turbulence postscript with Trefethen submitted to Physics of Fluids Misc Links Satish	student	cornell
12	 Server Date Wednesday GMT Tuesday GMT Sugata Mukhopadhyay home page Sugata Mukhopadhyay Welcome to my home page am graduate student in the Department of Computer Science at Cornell University am working on Multimedia Systems with Brian Smith am married to the most wonderful person on earth Ritu Spring am taking CS High Performance Computer Systems and CS Compiler Design for High Performance Architectures am also taking NBA Advanced Option Pricing Theory am the czar of the Work in Progress Seminar Previous Semesters How to contact me Home phone Work phone sugata Address Hichory Estates Owego NY sugata	student	cornell
13	 Server Date Wednesday GMT Tuesday GMT Roderick Moten Home Page	student	cornell
14	 Server Date Wednesday GMT Tuesday GMT Bilth Gater and the Galactic Empire Bilth Gater and the Galactic Empire Written and Illustrated by Sumedh Kanetkar Email kanetkar This is series of weekly comic strips that drew while interning at Microsoft in the summer of The strips were posted weekly to the intern social alias and were read regularly by over people As the summer progressed noticed that my artwork had begun leaking to the employees as well Whether his highness Lord Gater Himself read them never found out Episode The First Day This was the first strip drew up within week of arriving in Redmond tried to persuade the Microsoft newsletter to print it but they perceived it as PR problem and declined They did want Microsoft to be portrayed as the evil empire can understand their viewpoint but as told them the comic strip was an attempt to show how the company is viewed by many in the outside world and personally had no bitter feelings towards either Bill Gates or his corporation Heck have really enjoyed my two summers of work there and strongly recommend the internship program to anyone interested in working in the industry This first strip makes fun of the New Employee Orientation NEO that every employee has to suffer through During this session they show you videos and fill you up with all kinds of MS trivia They also make you sign the agreeement NDA It would be fitting if they made everyone stand at the end of the day place their hands over their hearts and say the Microsoft Pledge of Alleigance computer on every desk in every home running Microsoft software but they do Anyway Episode The Space Rooster Episode The Rebel Threat Episode Flame On Episode Lord Gater Party Part Episode The Imperial Insignia Episode Lord Gater Party Part II Episode Lord Gater Party Part III	student	cornell
15	 Server Date Wednesday GMT Friday GMT Mishaal Home Page Mishaal Home Page Hi Kuwaiti student at Cornell University in the Master of Engineering in Computer Science program MEng CS graduated with double major in Electrical Engineering and Computer Science from Worcester Polytechnic Institute in Worcester MA The coolest place on Earth Here list of stuff involved or interested in Temporary Link to Cornell Services BearAccess Menu Links to courses taking Machine Vision Newgroup High Capacity Networks Newgroup Database Management Newgroup Optimal Video Transmission MEng Project CMT Extension Kuwait Home Page My Resume Check stock quotes Cooler Links My Public WWW Server hope to offer CoNote soon Weather in Ithaca CNN for the latest news Cannes International Film Festival Everything is wrong The reason why want to be kid again Ever been accused of being nerd Well now you can be sure Home Interests Cool Links CS Home Page Mishaal Almashan mishaal Cornell University	student	cornell
16	 Server Date Wednesday GMT Saturday GMT William Lee You Are Visitor No William Lee Hi am from New Jersey Exit minutes away from Princeton am Master student in Computer Science at Cornell University have BS degree in Computer Engineering and Science from Carneige Mellon University where did research projects for Engineering Design Research Center and Robotics Institue Then spent year writing an operating system XSROS on HPUX for Motorola at Lauderdale Florida Besides sleeping and school work on projects like Optimal Parallel MPEG Encoder CORNELLopoly Network Computer and Database Sector Analysis with my research partners at the Systems Lab compete in USTA tennis tournments in South Florida but could never win Somehow it is the parties that enjoy after weekly matches There are many very beautiful places to play tennis in South Florida Here are some of my faviorite ones Boca Raton Key West Gets very hot Coral Springs Where lived have collection of piano concertos from Beethoven Chopin Gershwin Liszt Mendelssohn Mozart Rachmaninoff Ravel Tchaikovsky also collect violin concertos As you can probably guess by now am concerto type of guy even wrote my graduate school application essay based on piano concerto That probably one of the reasons why got rejected by my own school Fall Classes Software Engineering Formal Methods Multimedia Systems Computer Science Colloquium Cool Software Tools Seminar Presentation Optimal Parallel MPEG Encoding Research Spring Classes Practical Distributed Computing Practicum in Distributed Computing and CORNELLopoly High Performance Systems and Network Computer Optimal Parallel MPEG Encoding Research Thriving on the Information Revolution and Database Sector Cool Links to copy frog Ski Server Identity Crisis Test Weather Underground Inktomi Search Engine Question Of The Week Archives Last Updated Nov Campus Address Maple Ave Apt Ithaca New York wwlee	student	cornell
17	 Date Sunday GMT Server Friday GMT Patty Hough Patty Hough Sandia National Laboratories Box MS Livermore CA ph Who am was student in the Center for Applied Mathematics which is housed in Frank Rhodes Hall at Cornell University My thesis advisor was Steve Vavasis Other members of my committee were Nick Trefethen and Al Schatz My research interests fall in the areas of numerical linear algebra scientific computing optimization am currently working as postdoc with Juan Meza in the Scientific Computing Department at Sandia National Laboratories in Livermore CA Here is my resume and statement of research goals Tech Reports Complete orthogonal decomposition for weighted least squares with Vavasis to appear in SIAM Matrix Anal App Stable and efficient solution of weighted problems with applications in interior point methods Thesis	student	cornell
18	 Server Date Wednesday GMT Monday GMT coming into the clearing stepping out of the forest what around the clearing looking around you you realize you must have walked much further than you planned to there wide variety of trees surrounding you on all sides but especially oak trees the weather seems fairly overcast but you somehow ca figure out if it going to rain or snow perhaps it will do both off in the distance you can see large mountain where it quite clear that it is snowing no question about it you hear birds chirping quite near to where you are of course they may be responding to the sounds inside the clearing but the much much louder sounds are coming from nearby waterfall you ca see it but it got ta be big you could follow the sound if you wanted there seems to be path leaving that direction there are two other paths leaving the clearing one is labeled with sign that says the hill school the other is labeled with the sign the hell school there also small wormhole which seems to connect to nearby house presumably there lot of traffic between the two places what inside the clearing inside the clearing are couple of structures there shack with door that falling off and completely modern glass house with no stones in front of it there pile of books scores magazines and random papers scattered all throughout the clearing as well it seems like there some vague rhyme and reason to it but glancing at the topics there seem to be few on all sorts of topics you figure that if you look at the most recently read books you probably have better idea of what makes the person in the clearing tick there also resume that you see it seems somewhat off in the corner presumably he has more important things to worry about he seems kind of strange the guy in the clearing he smiles over at you and says hello he about and is often described as being way too thin especially by his mother his most distinctive feature is his hair which is bright golden red and quite long he looks vaguely elfin but you seen more people before warning links in next paragraphs not yet written get there soon more obvious is that he always doing things at once he starts telling you story but then stops and hums tune then he starts telling you why nicholas negroponte is moron but if you never heard of him he starts talking to you about gay politics in late america then he pauses and starts talking about some obscure theorem from theoretical computer science it obvious that he rather well read from listening to him but he tends to go on bit much so you start looking at his appearance instead he wearing mostly two colors purple and dark turquoise everything he wearing seems to be either silk or linen and contrasts nicely with his hair he has on glasses as well there gold ring with an image of beaver on his right ring finger the beaver is pointing away from him on his left ring finger is silver ring with an ocean wave pattern on it he also wearing pewter pentacle around his neck and looks altogether more like than someone who as classically as he sounds like he is other people who visit the clearing dan starts talking about the people who occasionally visit and whom he has spent time with brian is an old friend from mit whom used to live with when was an undergrad nowadays he works for pointcast which is an internet news provider anca mosoiu pronounced schwa sh oi is my best friend from back when we were at mit used to eat with her many times week for two and half years and we went to europe together the summer after we graduated in oh and her inner child by the way she just quit working at one wave do blame her for that dreadful name actually it used to be business web and before that it was object power feh daniel is someone gotten to know quite bit better over the last several months think we met probably sometime last november but we became much better friends over the summer he switched out of the ee department quite wisely and is having much more fun as multimedia student in the dept of communications for some reason that in the ag school he also has small internet business he with friend of his there used to be link to perry finley page here but there not anymore instead brian has some pictures of perry on his pictures page my dad works for steelcase which is the largest manufacturer of office furniture in the world the server that they have on the web is kinda cheesy it used to just have the picture of the pyramid but it is still neat pic of the building dad works in tim is guy used to sing with here at cornell he just left for japan for program called jet which hired him to teach english to high school students there in an ideal world visit him next winter or so hani graduated from mit this june and it could have happened to someone who more needed to get out of that place ack but he great guy even so nick is good guy who met about year and half ago he lot cuter than the somewhat blurry picture on his web page would indicate we are the music makers and we are the dreamers of dreams aphex twin dan brown snowman last updated oct	student	cornell
19	 Server Date Wednesday GMT Thursday GMT Julia home page Julia Komissarchik juliak To be continued	student	cornell
20	 Server Date Wednesday GMT Tuesday GMT Divakar Home Page Divakar Viswanath divakar Address Upson Hall Cornell University Ithaca NY Off Res am graduate student in Computer Science My area of interest is Numerical Analysis My adviser home page is good place to find out about Numerical Analysis Cornell CS	student	cornell
21	 Server Date Wednesday GMT Wednesday GMT Indira Vidyaprakash Indira Vidyaprakash Master of Engineering Class of Dept of Computer Science Cornell University Welcome to my homepage Currently am student at the Computer Science Department at Cornell University in Ithaca NY have my degree in Computer Science and Engineering from PSG College of Technology Coimbatore INDIA Some information about the courses that have taken at Cornell University Fall Operating System Practicum in Operating System Project specification HOCA Operating System Software Engineering Multimedia Systems Project Audio Processing Toolkit Management Information Systems Policy Spring Computer Graphics Practicum in Computer Graphics Project Animation The Magic Carpet Computer Science Colloqium NCC Managerial Finance Summer Independent Research Ray Tracing in Computer Graphics Project Camera and Perspective Transforms in Java Click here to see postscript version of my Resume Click here to see the JAVA Applet for Camera and Perspective Transforms Some interesting WEB sites Some cool applets from Gamelan Directory Calvin and Hobbes Gallery GIFS Indian Recipes Chickering Wood Drive Nashville Tennessee indira Last Update August	student	cornell
22	 Server Date Wednesday GMT Wednesday GMT Tibor Tibor Welcome to my WWW Home Page Permanently Under Construction Office Upson Hall Cornell University Ithaca NY USA Office Phone Interesting Sites Project Zeno Tibor janosi	student	cornell
23	 Server Date Wednesday GMT Monday GMT Hani Home Page	student	cornell
24	 Server Date Wednesday GMT Wednesday GMT Sunil Srivastava Home Page Welcome to the Home Page of Sunil Srivastava Master of Engineering Student Computer Science Department Cornell University Academic Classes TA Classes Project Personal Information Useful Links Comments or questions about this web page Send mail to sxsrivas	student	cornell
25	 Server Date Wednesday GMT Thursday GMT Nobuhiko Mukai Nobuhiko Mukai This is home page of Nobuhiko Mukai Now it under construction We researched an effective JPEG compression on Multimedia systems last fall semester made an animation titled magic on Computer Graphics spring semester	student	cornell
26	 Server Date Wednesday GMT Friday GMT Huang Huang Defender of Truth Champion of Justice and Nice Guy all me Steven Some years ago nevermind how long exactly arrived as second son to set of proud parents If this sounds like Moby Dick to you then let me assure you have no intention of finding ship to hunt whale But digress Brought up in Taiwan until the tender age of seven my whole family migrated south to the tropical islands of the Philippines There we made our home and lived some fifteen years picture of Mom and me when was around six years old thus became quite fluently bilingual As love to read the poetry of the Tang Dynasty the Arabian Nights quite naturally the children version and host of other stories somewhat fulfilled the Wen in my name which means class in grade seven was to set the course of my life dove right into the marvel that was computer Four years later entered the University of the Philippines with that as my major and very likely my career had found talent in me that draws me to the art and science of computing and unabashedly knew was quite good at it Was also in College when met her and she met In whirlwind of happiness and peace three years and running woman has become the most important part of my life effortlessly defeating my hobbies of old with her love eeking career more ideal and higher paying to be blunt enrolled in the Cornell University graduate program Thus far have been rewarded with almost everything have ever wanted and worked for am lucky man September Welcome to my home page To segregate myself from your everyday geek like to think man of many interests Aside from actually writing program here what happily do in my spare time Read anything from Calvin and Hobbes to Unix Network Programming Internet Relay Chat can generally be found as steven on LinuxNet Building things Of course just practicing design Building plastic models of weapons of war Watching films Listening to the music of Sting and many others Watch Sesame or the Discovery Channel and Railroad models when get rich enough In the field of computers also have rather broad spectrum of interests though my studies have concentrated in the areas of computer graphics and networking If you wish to be offended by some blatant you may want to check out my also highly interested in Linux operating system for the Intel or compatible computer My Master of Engineering project is Modeler for Blobby Models or Metaballs under the supervision of Bruce Land am currently involved in another course project involving survey of techniques in modeling human faces and and portable audio effects editor Last Modified October Huang	student	cornell
27	 Server Date Wednesday GMT Thursday GMT Francis Chu Home Page Francis Chu CS Graduate Student University of California at Berkeley Mathematics Department Computer Science Department Cornell University Computer Science Department Humor fcc	student	cornell
28	 Server Date Wednesday GMT Monday GMT Vineets Home Page Vineet Ahuja Department of Computer Science Cornell University Ithaca NY Address Hasbrouck Ithaca NY ahuja Academics an Eng student in the department of Computer Science at Cornell University My main areas of interest lie in Parallel Processing Advanced Architectures Operating Systems and Object Oriented Programming Coursework at Cornell Fall Automata and Computability CS Engineering Computer CS Spring High Performance CS Final Project Report Software Design for High Performance CS Final Project Report Fall High Capacity Information EE Multimedia CS Resume PostScript the Postscript is more recent HTML This page has been accessed times since Feb	student	cornell
29	 Server Date Wednesday GMT Saturday GMT Min Stanley Huang Home Page Min Stanley Huang Master of Engineering Student mhuang Sheldon Court Cornell University Ithaca NY Tel Master of Engineering Computer Science Cornell University class of Bachelor of Science Computer Science University of Kentucky Kentucky Areas of Interests Operating Systems Distributed Systems Database Systems Information Retrieval Graphical User Interfaces Other Interests Movie Tennis Riding Travel Reading am working on my Project Distributed Computing in with my advisors Werner Vogels and Robbert van Renesse Objective of the Project is to integrate Horus into Here are few links related to the Project distribution Update FAQ Horus Final Exam Paper Collection Distributed Shared Memory Distributed Shared Memory Some Technical Papers am interested in Group and Communication Snapshot Network Interface Architecture JOBS Career Path Bay Area Jobs CybeRezumes Career Opportunities Useful stuff Technical Paper Fielded Search Bell Labs Java RFC Last Modified Fri Oct Min Stanley Huang mhuang	student	cornell
30	 Server Date Wednesday GMT Friday GMT Rosen Sharma Office Upson Hall Email sharma TA for came to Cornell from Stanford where spent couple of years as PhD student My work and research at Stanford was about streaming live media like audio and video over the internet As part of this modified IGMP one of the multicast protocols developed protocols for multicasting layered video and developed the Virtual Classroom system The initial prototype was deployed in the Spring and Fall quarters and used as an alternative to the Stanford Instructional Television Network SITN program which uses microwave links Students at remote sites used the software to asynchronously access class lectures and notes over the internet We also stumbled upon the fact that other media like text slides etc linked with portions of video enhanced its usefulness greatly This lead to the formation of company Vxtreme Palo Alto CA Vxtreme is new Silicon Valley start up develop client sever applications for streaming multimedia delivery over the internet Papers Signalling and Operating System Support for ATM Applications Rosen Sharma and Keshav Sigcomm Text Segmentation of Mixed Mode Images Navin Chaddha Rosen Sharma Avneesh Agarwal and Anoop Gupta Asilomar IGMP Internet Group Membership protocol designed by Rosen Sharma and Steve Deering release as part of IP multicast Internet draft written by Bill Fenner Optical Character Recognition Using statistical and structural methods Rosen Sharma and Niten Malhan Bachelors thesis Dept of Computer Science Indian Institute of Technology Delhi Unpublished Stuff Characterizing Variable bit Rate Sources Rosen Sharma term paper Preformance of Software Video Conferencing System Rosen Sharma Internal Report Cool Stuff Image and Video Manipulation Language This is language with video and images as first class data types It allows operators on images and sequences like blur speckle transforms like affine dct subband motion estmation It also makes manipulation of image and video data fast and efficient The implementation is writen in and currently has been tested on SGI machines it supports bit and display To give you flavour of what the language looks like set image image imageFrame if iframe if filename image putImageInCanvas imageFrame image if There is predecessor to this implementation if you hate which uses motif and has language interpreter written in yacc with limited shell like scripting Here is cool shell script that will generate TK widgets It generates all the files given the name of the widget The files compile and give you dummy widget snooper recorder and player consider this one of the coolest things ever did It does something similar to what from Microsoft does for Windows they just released it It doesnt have scripting language but just replays what is recorded with lots of kludges to fool the Some Postscript Fractals Creates file called in your directory This used to be hole but postscript viewers fixed it by dissalowing write calls Semantics of my Name Rosen not being an Indian name this question was often asked People gave the name their own interpretations Here are some of them Some of my chinese friends makes me wonder claim that it means small horse not smart In hindi my native tongue Sharm mean shyness Sharmila means shy And there is an actress called Sharmila Tagore So was nicknamed Sharmila Frozen Sharmila or Stupid Horse Some people claim that it is from one of the ealry Jewish leaders What is in name	student	cornell
31	 Server Date Wednesday GMT Thursday GMT Janeen homepage Janeen Reich Welcome to my home page Currently am at Cornell University where am completing the in Computer Science in August In September will join the Systems Group of Texas Instruments in Dallas Texas To send me email jreich My resume is currently being added to this page My Most Favorite Things	student	cornell
32	 Server Date Wednesday GMT Friday GMT David Pearson David Pearson Research Interests My thesis investigates highly scalable parallel computers consisting of very simple processors connected in mesh The guiding vision of this work is of time perhaps years hence in which materials science has taken the place of computer architecture and computers are crystals with each processor molecule in the lattice Long before this goal can be realized we can and should prepare for the ubiquitous parallelism it will offer Our algorithms must heed the laws of physics and pay attention as chip designers do now to spatial layout and the currently hidden cost of communication This can be accomplished by designing our algorithms for mesh To pursue this vision requires both theoretical and practical work So far my work could be characterized as feasibility study have produced cellular architecture which could be efficiently realized with current hardware simulator for this architecture algorithms programs and an operating system design for computing believe that computers not problems like protein structure are the grand challenge of parallel architecture Parallel computational power will not really succeed until it becomes commodity and is sold for desktop machines or video games Directions for future research include VLSI implementation of this architecture and the design of programming language Most languages hide the details of the machine instruction set but reflect the underlying Von Neumann architecture believe that this connection to the architecture has been good thing for algorithm design and to really exploit parallel machines we need language for which the costs of operations are as easy to estimate as they are for on Von Neumann machine Publications Dunten Pearson and Arms The Kiewit Network Campus Network In IEEE Computer Society International Conference IEEE COMPCON pp Fall Pearson Pillai and Lee An Algorithm for Placement of Sensor Elements IEEE Transactions on Information Theory pp Pearson and Vazirani Fast Parallel Algorithm for Finding Maximal Bipartite Set In Foundations of Software Technology and Theoretical Computer Science FST TCS pp Published as Lecture Notes in Computer Science Pearson and Vazirani Efficient Sequential and Parallel Algorithms for Maximal Bipartite Sets Journal of Algorithms pp Johnson Pearson and Pingali Finding Regions Fast Single Entry Single Exit and Control Regions in Linear Time Cornell CS Tech Report Johnson Pearson and Pingali The program structure tree Computing control regions in linear time In Proceedings of the Sigplan Conference on Programming Language Design and Implementation PLDI pp Published as ACM SIGPLAN Notices Pearson Algorithm for the Problem Cornell CS Tech Report Hao and Pearson Instruction Scheduling and Global Register Allocation for SIMD Multiprocessors In International Workshop on Parallel Algorithms for Irregularly Structured Problems Irregular pp Published as Lecture Notes in Computer Science Hao Pearson and Zippel Global Register Allocation for SIMD Multiprocessors Journal of Computer Science and Technology Allerton Press Pearson Parallel Implementation of RSA in Selected Areas in Cryptography SAC to appear Computer Science Department Upson Hall Cornell University Ithaca New York USA Email pearson Tel Fax	student	cornell
