sentence	label
As described in a film magazine,[4] Rebecca Randall (Pickford) is taken into the home of her aunt Hannah (Eddy), a strict New England woman. Rebecca meets Adam Ladd (O'Brien), a young man of the village, and they become great friends. One day Rebecca promises to marry Adam when she becomes of age. Unable to withstand her pranks any longer, her aunt sends her away to a boarding school. She graduates a beautiful young lady. Shortly thereafter, Adam demands a fulfillment of her promise.	drama
A philandering husband's public flirtation with a beautiful girl—and the resulting brawl with the woman's boyfriend—are captured by a newsreel cameraman. When the husband takes his wife and her mother out to the movies, the footage is shown on-screen. The husband tries to flee the theater, only to be spotted and leaped upon by the woman's boyfriend, treating viewers to two simultaneous fights between the same two men, both on-screen and in the aisle.	comedy
At the end of the 19th century in the Far West, a farmer is fighting for his right to plough the plains. In order to expel the farmers, the ranchers try to control access to water.[2]	western
As described in a film magazine,[2] Moctezuma (Hatton), the Aztec king, resents the intrusion of the Spanish who have come to convert the Aztecs to Christianity. As Tecza (Farrar), daughter of the king, loves Alvarado (Reid), one of the Spanish captains, she allows the Spanish soldiers to enter the palace. After a terrific battle, she is the only surviving Aztec and the Spanish allow her to depart in peace. Alvarado then comes wooing the last of the Aztecs and wins her.	romance
"Con artists Harold (Harold Lloyd) and Snub (Snub Pollard) try to con the ""not easily outwitted"" Miss Goulash (Bebe Daniels) and her father."	comedy
The plot centers around an inter-racial romance between a Chinese princess (Talmadge) and an American (Meighan). When palace officials discover she has become pregnant she is sentenced to death. In the latter part of the film Talmadge plays the now adult daughter of the affair, seeking her father in the Philippines.	drama
A young girl suddenly finds herself wealthy, but lacking in social graces. She calls upon the disinherited son from a wealthy family for help.	comedy
As described in a film magazine,[3] a forest ranger known only as Headin' South (Fairbanks) goes forth in search of Spanish Joe (Campeau), a Mexican responsible for most of the treachery and outlawry along the U.S.-Mexican boarder. Headin' South gains quite a reputation as he goes along and finally believes himself worthy of joining Joe's band. in a whirlwind finish in which Joe is captured, Headin' South meets one of Joe's near victims (MacDonald) and falls in love with her.	romantic comedy
"Socialite but penniless orphan Lily Bart is living with her wealthy aunt who insists that she takes upon herself a rich husband. Balking at this idea and remaining faithful to her impecunious sweetheart Lawrence Selden (Henry Kolker), Lily is desirous of maintaining her luxurious lifestyle: she accepts the financial ""favors"" of some married millionaires but refuses to surrender her virtue in return – until she discovers that her sainted Selden has been fooling around with another man's wife."	drama
As described in a film magazine,[2] determined to lay down her life if necessary for her country, Princess Marya (Storey) mobilizes an army of Russian peasant women and is stationed in one of the front line trenches. German forces are about to overrun her battery when American volunteers arrive, and the Germans are dispelled. With autocracy abolished in Russia, Marya consents to become the wife of American Captain Rodney Willard (McCullough).	drama
"As described in a film magazine,[3] because of his ability to fix things Dick Remington (Fairbanks) becomes known as ""Mr. Fix-It"" and enters the aristocratic home of the Burroughs as their nephew. Before long he has melted the stone hearts of three aunts and one uncle and won the heart of Mary McCullough (Hawley) in addition to setting aright the affairs of pretty Georgiana Burroughs (MacDonald) and Olive Van Tassell (Landis)."	romantic comedy
Bebe plays a pretty young thing with several suitors, including Harold, competing to win her affections.	comedy
During World War I, a professional thief known as The Lone Wolf (Henry B. Walthall) is assigned to steal a cylinder with important information from behind the German lines and bring it to Allied intelligence headquarters. However, German agents set out to stop him, headed by the dreaded Eckstrom (Lon Chaney), the man who was responsible for slaughtering the Lone Wolf's sister and her family.	drama
"A young man (Fay) goes out to eat breakfeast with his friend (Harrison). As a restaurant ""regular"" with a pistol threatens to eat everyone's bacon, the two friends flee."	comedy
"According to a contemporary New York Times article, the first half of the film shows ""Armenia as it was before Turkish and German devastation, and led up to the deportation of priests and thousands of families into the desert. One of the concluding scenes showed young Armenian women flogged for their refusal to enter Turkish harems and depicted the Turkish slave markets.""[2] The story was adapted for the screen by Henry Leyford Gates, who also wrote the book.[3]"	drama
Martin Wingrave(Barrymore) is arrested and sent to prison for seven years for a crime he didn't commit. While incarcerated he learns that his girlfriend and her male accomplice framed him for the crime. When Wingrave is released he plots revenge against his former girl and her man(Manon, Schable). However he begins a romance with his neighbor, a young woman(Binney) who truly loves him and warms his heart.	drama
Based upon a plot summary in a newspaper,[3] Amy (Bennett) is married to a cad but visits another man who loves her and helps her endure her marriage. After a confrontation and struggle between the men which leads to a death, Amy stands accused of the murder.	drama
Captain Bob White, an American aviator behind enemy lines, disguises himself as a woman in order to fool and steal an important map from the members of the German High Command, including the Kaiser himself.	comedy
The film revolves around a young woman who sleepwalks and the doctor who is attempting to treat her. The climactic scene involves the young woman sleepwalking precariously on the outside ledge of a tall building, anticipating Lloyd's more famous skyscraper-scaling scenes in Safety Last! (1923). A subplot has Lloyd and his friend getting inebriated on homemade liquor and then trying to avoid a prohibition-era policeman who pursues them for being drunk.	comedy
As described in a film publication,[2] a youth (Arthur Rankin) in the prologue seeks advice from his grandfather (Sydney), who then recalls a romance of his own youth which is then shown as a flashback. A priest (Sydney) is in love with an Italian opera singer (Keane), and the drama involves the conflict between his efforts to rise above worldly things or to leave with her. The romance ends with a deep note of pathos.	romance
"Socialite Anatol Spencer (Reid), finding his relationship with his wife (Swanson) lackluster, goes in search of excitement.
After bumping into old flame Emilie (Hawley), he leases an apartment for her only to find that she cheats on him. He is subsequently robbed, conned, and booted from pillar to post. He decides to return to his wife and discovers her carousing with his best friend Max (Dexter)."	drama
The plot of Experience was summarized in the August 1921 issue of Photoplay magazine.	drama
"Peter Ibbetson (Reid) is an orphan raised by his uncle, Colonel Ibbetson. When the Colonel insults his dead mother, Peter attacks him and is ordered from the house. Then the young man runs into his childhood sweetheart, Mimsi (Ferguson), and their romantic feelings are rekindled.
Unfortunately, Mimsi has married, but they carry on a love affair in their dreams. Their dream-affair continues over the years, even after Peter kills her husband, the Duke of Towers, and gets a life prison sentence."	romance
The Boy meets and marries The Girl. A year later, the two walk down the street with a baby carriage carrying a bottle instead of a baby when they run into The Girl's brother who asks the couple to do him a favor and babysit his children. They accept and the remainder of the short consists of gags showcasing the difficulties of babysitting children. At the very end, The Boy discovers some knitted baby clothes in a drawer (implying that The Girl is pregnant).	comedy
As described in a film publication,[4] the story involves an underworld plot to defraud givers to a charity for French orphans. Jenny Dark (Johnstone), who greatly admires Joan d'Arc, supposedly the wife of a French officer, at a banquet collects $200,000 for the French orphans. Jenny's father Jim (Hatch) is a plain clothes man, so the crooks do not get away. However, when Jim goes to arrest the impostor, he finds his daughter Jenny in the room with him. However, soon all is explained.	comedy
"The Sky Pilot (Bowers) arrives in a small rough-and-tumble cattle town in the north, intent on bringing religion to its tough residents. At first they reject him, but in time he wins the residents over with his prowess. A plot to steal cattle is uncovered and disrupted. Gwen, daughter of the ""Old Timer,"" is injured in a stampede, loses her ability to walk, but recovers thanks to the power of love."	drama
An Indian maid and American girl (both played by Florence Vidor) share a single soul which shifts between them each day when they are awake.[3]	drama
Keaton plays a botany student who is accidentally awarded an electrical engineering degree. He then attempts to wire a home using many gadgets. The man to whom the degree should have been awarded then exacts revenge by rewiring those gadgets to cause mayhem.	comedy
"The grandma's boy is a timid coward who cannot muster courage to woo his girl and is afraid of his rival. His loving grandma gives him a magic charm from the Civil War that had been used by his grandfather, which gives him the courage to capture a town criminal and win the girl. The ""magic charm"" turns out to be the handle of her umbrella and his grandma was pretending it was magical all along."	comedy
A wild, wealthy woman (Joy) is brought to heel by a sermonizing district attorney after she accidentally hits and kills a motorcycle cop.	drama
The documentary follows the lives of an Inuk, Nanook, and his family as they travel, search for food, and trade in the Ungava Peninsula of northern Quebec, Canada. Nanook; his wife, Nyla; and their family are introduced as fearless heroes who endure rigors no other race could survive. The audience sees Nanook, often with his family, hunt a walrus, build an igloo, go about his day, and perform other tasks.	documentary
Oliver's mother, a penniless outcast, died giving birth to him. As a young boy, Oliver is brought up in a workhouse, later apprenticed to an uncaring undertaker, and eventually taken in by a gang of thieves who befriend him for their own purposes. All the while, there are secrets from Oliver's family history waiting to come to light.	drama
Chaplin plays a laborer on a house construction site. When he gets paid, his wife wants all the money, but he manages to keep enough of it to go out drinking. He returns home just in time to pretend he has just woken up to go to work.	comedy
Spoiled son Andrew Kane (Joseph Striker) competes with James Surbrun (Harry T. Morey) for the affections of wild child Julie Grayton (Mary Anderson). Kane is convicted of murdering Surbrun, but later exonerated.[1]	drama
As reviewed in a film magazine,[3] a rich man's son marries an artist's model, and is then disinherited by his father. Despite their circumstances, both the son and his model wife do well.	drama
A young man (Keaton) has a series of encounters in an amusement area, much like Coney Island, until happening upon a group of men preparing a hot air balloon for launch. The young man assists the group by climbing atop the balloon to affix a pennant, when the balloon mistakenly takes flight with no one aboard but the young man. The young man finally downs the balloon in a wilderness area, where he encounters a young outdoorswoman and proceeds to have a series of misadventures.	comedy
Orphaned Ben Applegate (Barry) strives to care for his younger brothers (O'Donnell and Guerin) and run the farm left to them. Their unscrupulous legal guardian, Uncle Grimes (George Nichols) schemes to take their property and separate the brothers, but he is ultimately thwarted by a benevolent judge (George C. Pearce). The Applegates are reunited, their property restored, and they are adopted by caring neighbors.	comedy drama
"Julia (Bessie Love) is a ""small-town heartbreaker""[2] who falls for an older man (Charles K. French).[3] When he takes her back to his home in Chicago, she finds out he is married. She leaves him, returning to neighbor Noble Dill (Harold Goodwin).[4]"	romance
A nobleman, posing as a necktie salesman, falls in love with the daughter of a circus puppeteer, even though he is already married to the daughter of his country's war minister.	drama
The film is a spoof of Rudolph Valentino’s hit 1921 film The Sheik and features Turpin as a bill poster daydreaming about having various adventures as an Arabian sheik.[3]	comedy
Newland Archer is engaged to May Mingott of a prominent New York family. Shortly after the engagement is announce, Newland finds himself attracted to May’s older married cousin Countess Ellen Olenska. After his marriage to May, Newland and Ellen agree to run away together. Before this can happen, May visits her husband’s lover and informs her that she is expecting a child. Ellen and Newland part ways, Newland vowing to be a better husband to his wife May.	drama
Crippled by the war, Oliver Bashforth (Richard Barthelmess) moves into a lonely cottage in search of solitude. He meets Laura Pennington (May McAvoy), a plain and lonely woman, and marries her, primarily to escape from his energetic sister, Ethel (Florence Short). The unhappy couple allow their insecurities to suppress romance and happiness, but their mutual admiration grows and becomes love, manifested by the recognition of the inner beauty in each of them.[4]	romance
Gritzko (John Gilbert) is a Russian nobleman and Tamara (Aileen Pringle) is the object of his desire.	drama
Episodic in nature (effectively three short films merged into one), the first episode features Hubby winning a live turkey in a raffle and taking it home on a crowded streetcar, much to the chagrin of the other passengers. The second features Hubby grudgingly taking the family en masse out on his brand new Butterfly Six automobile, and the third is an escapade with his sleepwalking mother-in-law.	comedy
A family from Poland has been left homeless in the wake of World War I. They move to Germany and struggle to survive the conditions there, during the Great Inflation. Inga (Carol Dempster) is a Polish war orphan who has only accumulated a small amount of money from the rubble and hopes to marry Paul (Neil Hamilton). Weakened by poison gas, Paul begins to invest in Inga's future and he serves as their symbol of optimism.	drama
The shop girl Tessie McGuire is invited by her boss to a fun party. There she acts like a Russian duchess. The owner of an expensive department store hires her to attract customers. As she finds her way in the New York's higher milieu, she alienates most of her friends.	comedy
Madame L'Enigme (Laurette Taylor) is a fortune-teller whose client Mario (Warner Oland) recognises her as a woman who disappeared in a cloud of scandal after her husband's suicide.	romance
Jean Leonnec (Ramon Novarro) and Marise La Noue (Enid Bennett) are penniless lovers who elope to Paris. However, they are separated shortly after their arrival, leading to a downward spiral in each of their lives. She becomes a prostitute known as 'the red lily'; he learns the ways of the underworld from Bo-Bo (Wallace Beery).	drama
In Renaissance Florence, a Florentine trader meets a shipwrecked stranger, who introduces himself as Tito Melema, a young Italianate-Greek scholar. Tito becomes acquainted with several other Florentines, including Nello the barber and a young girl named Tessa. He is also introduced to a blind scholar named Bardo de' Bardi, and his daughter Romola. As Tito becomes settled in Florence, assisting Bardo with classical studies, he falls in love with Romola.	drama
Mary (Eleanor Boardman) is a girl wooed by two suitors but made afraid of marriage by the quarrelling of her parents.	comedy drama
Matrimony is not only a good thing, but also a good financial deal: Lawyer Dick Tyler (Conrad Nagel) makes his merger bid for artist Doris (Marguerite De La Motte) as his partner Jim Knight (Lewis Stone) squanders the firm's asset on gold-digger Evelyn (Paulette Duval).	drama
The King of Illyris (Lewis Stone) marries a neighboring princess (Alice Terry), who finds out he has a mistress, Sephora (Helena D'Algy). Revolted, she turns to Prince Alexei (John Bowers) for friendship. Turmoil increases as a revolution demands the abdication of the King and the Queen opposes this decision.	drama
"Although he wins the championship by a knockout, prizefighter Lefty O'Brien is not a happy man because he broke his left hand on the jaw of his opponent, who ended up seriously hurt.
Lefty has a girlfriend, Patsy, but her father is opposed to their getting married. When she is treated for an injury by Dr. Franklin, he also attempts to sweep her off her feet. Lefty and her dad need to come to her rescue when she's trapped on a runaway train."	comedy
King Serge IV of Molvania (Menjou) comes to a small American town, and falls in love with one of its residents, Mary Young (Love).[3][4]	romantic comedy
In London during World War One, a simple-minded slavey awaits her Fairy Godmother and her Prince Charming.	fantasy
A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, leaving her penniless and with an infant son. When her former father-in-law tries to get custody of the child, she leaves him with a couple she trusts, but when she later goes to reclaim her son, she can't find the people she left him with.	drama
Zara (Aileen Pringle) is a gypsy rogue who joins with Confederate Zazarack (Mitchell Lewis) to aid Michael Nash (Conway Tearle), the crooked guardian of heiress Doris Merrick (Gladys Hulette), to gain control of her estate by way of fake seances.	thriller
Maggie (ZaSu Pitts) is a popular Ziegfeld Follies dancing comedian whose husband leaves her for one of the show's beauties, and who longs for the life of other chorus girls but eventually finds love by being herself.	comedy drama
A San Francisco earthquake orphan is adopted by relatives in Spain. grows up and gets wooed by a Romeo there. She turns him down and falls in love with a San Francisco plumber.	comedy drama
Tim Kelly (Jackie Coogan) is a kid who runs away from an orphanage fire and takes refuge with Max, a junk man (Max Davidson).	drama
The film takes a behind-the-scenes look at the romantic lives of three chorus girls and the way their preferences in men affect their lives.[1] Sally is brassy, self-assured chorine in search of a sugar daddy. Irene is a romantic girl easily seduced by con men. Whereas Mary is the true heroine of the story, leaving the sordidness behind to settle down [2]	romance
Jennie Hagan (Swanson) is a waitress who dreams of becoming a star. When a real theatrical diva (Astor) arrives in town, Jennie schemes to get a part on the stage.	comedy
Singer Nora (Mae Busch) left her husband for new flame Larry (Lew Cody); her husband's suicide cools the affair, and the pair meets again when, years later, Larry meets and falls in love with Nora's daughter.	drama
Jan (Lon Chaney) is a Swedish farmer and Glory (Norma Shearer) is his beloved daughter, who saves him from bankruptcy by eloping to the big city with their rapacious landlord, driving Jan to madness.	drama
"Set in Caldwell, Kansas on the Kansas-Oklahoma border, the movie features cowboy Don Carver (Hart) as a ""tumbleweed"" (i.e., a drifter) who decides to settle down after falling in love with Molly Lassiter (Barbara Bedford). Carver decides to get in on the Cherokee Strip land rush but when he's arrested and parted from his new love, he's in danger of missing the big race. Lucien Littlefield plays a strong supporting role in the movie as Hart's comic sidekick and best friend.[1]"	western
"Alfred's father wants him to make a man of himself so sends him off on a hunting and fishing trip. He doesn't catch or shoot anything, but he does fall in love with a mountain girl. When her father and brothers laugh at this they are told that he is Alfred ""Battling"" Butler, the championship fighter. From there on the masquerade must be maintained."	comedy
Beverly Calhoun (Davies) impersonates the Prince of Graustark to claim his birthright while he recovers from a skiing injury. In the meantime, she falls for her bodyguard Dantan (Moreno).	comedy
Comedy about a small-town girl unhappy with her family, and a boy trying to please her by throwing a big party.	drama
May (Claire Windsor) is married to Roger (Conrad Nagel), an alcoholic hell-raiser. During one of their riotous parties, she tests his fidelity by impersonating a notorious masked dancer (Hedda Hopper) and trying to seduce him.	comedy
"The film concerns a rich young Frenchman (Conrad Nagel) who forsakes the humdrum business world for the bohemian life of an artist. Renee Adoree co-stars as ""The Gypsy Maid"" who leads the hero merrily astray. Myrna Loy makes a brief, barely clothed appearance as ""The Living Statue,"" the first of von Sternberg's many beautiful ""mannequins."""	drama
A deceiver leads the fast set in Paris and is involved in love affairs and blackmail until he mends his way for his daughter's sake.	comedy
An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.	drama
"The film tells the story of Jack, a spy for the Confederate States of America during the Civil War, and his efforts to capture a Union shipment of gold. Obstacles along the way include a pair of sisters, hostile Indians, and a firing squad.
The film features fictional incidents involving actual historical figures such as Abraham Lincoln, Brigham Young, and Sitting Bull."	comedy
Jewel Courage (Borden) rejects a suitor (Hamilton), whom she thinks is a chauffeur, in favor of a man she thinks is a millionaire. It transpires that the roles were, in fact, reversed; Hamilton is the millionaire and the other man a chauffeur. Jewel is crushed but manages to do well for herself in business, until she and the real millionaire find themselves reconciled.[2][3]	comedy
"After a bully helps him out of a jam, Samuel ""Kid"" Boots tries to return the favor by helping his new friend get free from a gold digging wife."	comedy
Early in the 19th century, the USS Constitution is launched as part of an effort to stop piracy in the Mediterranean. Meanwhile, a young man determined to go to sea (Farrell) is befriended by the bos'n (Beery) of the merchant ship Esther, and he joins her crew. When the Esther reaches the Mediterranean, she too, along with the Constitution, becomes involved in the battle against the pirates.	adventure
"Paul Bergot (Harry Langdon) is a Belgian immigrant to the United States who has fallen in love with Mary Brown (Priscilla Bonner), a blind woman. They met as pen-pals when he was fighting in Europe during World War I. Mary even sent Paul a photo of her.
Paul searches for Mary Brown by asking every woman he meets if she is Mary Brown. By accident he rescues her town from crooks and bootleggers."	comedy
The film tells of Harry (Langdon) a ne'er-do-well who falls in love with Betty (Crawford), a girl on a billboard.[2] Harry participates in a cross country foot race hoping to win prize money in hopes of marrying her.	comedy
As a child, Barbara is orphaned when her settler parents perish trying to cross a California desert. She is rescued and raised by Jefferson Worth, who dreams of irrigating the desert. Fifteen years later, Willard Holmes, the chief engineer of a company intent on diverting the Colorado River to do just that, arrives and is smitten with Barbara. However, he has a rival for her affections: local cowboy Abe Lee.	western
"""The little fur-bearing animals that are sacrificed for the vanity of women desiring fur coats have a posthumous revenge."" [4]"	comedy
"Football player Bob Cantfield enrolls at Carver College, is assigned Jim Halloran as a roommate and lands a date with Sampson Saunders' attractive sister, Vivian.
Jim's jealousy over Bob's gridiron and girlfriend successes cause him to trip his teammate deliberately and cause Bob to be injured in a game. Bob is still able to score the touchdown that wins Carver the game, after which Jim's conscience gets the better of him."	romantic comedy
Newlywed Carl (Ralph Forbes) goes to war where he endures major suffering. Back home, wife Pauli (Lillian Gish) starves, becomes a prostitute to survive, and their baby dies.	drama
Marion Bright enrolls in college to pursue a handsome young man, Bob, only to discover that he is coach of the women's basketball team there. Marion joins the team and becomes its star player, but becomes unpopular when she refuses to play a game after a disagreement with Bob. Happily for all, she has a change of heart and returns in time to help the team win the big game.	comedy
Captain Robert Kelly (McCoy) while attached to the American Embassy in Peking at the time of the Boxer Rebellion befriends Lady Patricia Rutledge (Windsor) and rescues her from the priests of a Chinese temple that she has gone to visit. He then asks a friend to escort her to safety and battles the Chinese in order to give them time to escape. Eventually he brings news or the approach of the allies to the barricade.[1]	adventure
Father Adrien (Iván Petrovich), a monk at the Trappist monastery of Notre Dame d'Afrique in Algeria, abandons his vows and escapes to the desert, where he meets and rescues Domini (Alice Terry).	romance
A girl travelling by train to meet her boyfriend meets another young man and falls in love with him.	comedy
The film depicts a young woman (Swanson) granted the ability to see into her future, including her future with different men.	drama
Katyusha, a country girl, is seduced and abandoned by Prince Dimitry. Dimitry finds himself, years later, on a jury trying the same Katyusha for a crime he now realizes his actions drove her to. He follows her to imprisonment in Siberia, intent on redeeming her and himself as well.[1]	drama
Serafina (Marceline Day) is captured by Don Balthasar (Roy D'Arcy)'s pirates on a Caribbean island, when José Armando (Ramon Novarro) arrives from Spain to the rescue.	drama
