sentence	label
The Evidence of the Film tells the story of a messenger boy at a film studio who is wrongfully accused of stealing bonds worth $20,000. He is saved by his sister, a film cutter, who comes across some footage of her brother inadvertently walking into a location shot and being knocked down by the real-life villain.	crime
"As described in a 1913 blurb: ""The foreman of the sawmill misconstrues the disappearance of his ward who has taken drastic measures to protect her guardian's interests. A startling incident reveals the girl's motive.""[2]"	drama
In A Busy Day, a wife (played by an energetic Charlie Chaplin) becomes jealous of her husband's interest in another woman during a military parade. On her way to attack the couple, the wife interrupts the set of a film, knocking over a film director and a police officer. Finally, the husband pushes the wife off a pier and she falls into the harbor.	comedy
"Graehme, Ned Stewart's father was accused of adultery and killed being innocent. Ned decided to avenge his father, but got captured and sent to the long journey to death ""la longue traverse"". Fortunately Virginia saves his life and the story's villain confesses Ned's innocence."	adventure
Chaplin plays a waiter who fakes being a Greek Ambassador to impress a girl. He then is invited to a garden party where he gets in trouble with the girl's jealous boyfriend. Mabel Normand wrote and directed comedies before Chaplin and mentored her young co-star.	comedy
Mabel and her beau go to an auto race and are joined by Charlie and his friend. As Charlie's friend is attempting to enter the raceway through a hole, the friend gets stuck and a policeman shows up.	comedy
Pug, a down-and-out hobo, is talked into pretending he is Cyclone Flynn, the boxing champion, and entering the ring for a fight. When the real Cyclone shows up, Pug ends up having to trade punches with him instead.	comedy
Mabel's Blunder tells the tale of a young woman who is secretly engaged to the boss's son.[1] The young man's sister comes to visit at their office, and a jealous Mabel, not knowing who the visiting woman is, dresses up as a (male) chauffeur to spy on them.	comedy
In a hotel lobby a heavily drunk tramp runs into an elegant lady, Mabel, who gets tied up in her dog's leash, and falls down. He later runs into her in the hotel corridor, locked out of her room. They run through various rooms. Mabel ends up in the room of an elderly husband where she hides under the bed. Enter the jealous wife, who soon attacks Mabel, her husband, and Mabel's lover, not to mention the staggeringly drunken tramp.	comedy
"Esra Kincaid (La Reno) takes land by force and, having taken the Espinoza land, his sights are set on the Castro rancho. US government agent Kearney (Johnston) holds him off till the cavalry shows up and he can declare his love for Juanita ""The Rose of the Rancho"" (Barriscale)."	western
Rough-and-tumble Gold Rush-era California: a woman (Salomy Jane) is saved from a ruffian (Red Pete) by a heroic stranger (Jack Dart), the latter saved from a lynching when falsely accused of a crime.	western
The stories revolved around the inhabitants of the fictitious land of 'Bluffoonia' and their ongoing struggle against the evil tyrant 'Clandestino' and his plans to destroy the forest in which they live.	unknown
Don José, an officer of the law, is seduced by the gypsy girl Carmen, in order to facilitate her clan's smuggling endeavors. Don José becomes obsessed, turning to violent crime himself in order to keep the attention of Carmen.	adventure
Considered a coward by his fiancée and comrades in arms, a British army officer has to redeem himself.	drama
A farm youth goes to college, pursues the pretty co-eds and joins a fraternity.	comedy
Luke (Harold Lloyd) works in a shoe store, but has difficulty focusing on work when a pretty girl is near.	comedy
A young sculptor searches for the perfect model to inspire his work. He finds a poverty-stricken girl who he thinks is the one he has been looking for. When she wanders off, he visits all the famous statues in Manhattan hoping to find her again.	unknown
As the American Civil War begins, Ned Burton leaves his Southern love, Agatha Warren, and joins the Union army. He is later protected and saved from death by Agatha in spite of her loyalty to the South.	drama
A sultan agrees to help an evil witch destroy a mysterious beauty if the witch will bring his young son back to life.	drama
Hoping to improve his financial lot, petty thief Hawk Chovinski (McGrail) hires a dancing instructor to teach him how to bear himself like a gentleman. His lessons completed, Hawk then poses as a European nobleman, intending to trap a wealthy wife. Yolande Cowles (Baird) sees through Hawk's pose but falls in love with him anyway.	drama
A woman is thrown out of her home by her jealous husband and sinks into depravity. Twenty years later, she finds herself accused of murder for saving her son, who does not know who she is. He finds himself defending her without knowing her background.	drama
Nadia, the daughter of a nobleman, rejects ancient Greece's senator Theron's love; so he has her and her lover, Lucian thrown into a burning crater. As punishment for this sin, the gods decree that he will roam the earth as a lion until he can right his wrong. A few millennia later, Nadia is now Agnes, the daughter of a millionaire, and Lucian is Arthur, a Wall Street broker.	drama
Mary Beresford (Boland) is the wife of unambitious law clerk Al Beresford (Beresford). Thanks to Mary's tenacity and carefully calculated social-climbing, Al is promoted to the position of personal secretary of prominent financier Elihu Knowland (Keenan). Unfortunately, success goes to Al's head like a narcotic, and soon he has alienated everyone in New York, including Mary, who runs off for parts unknown.	drama
The film is about a court case and embezzlement.	drama
A father takes his daughter on a trip to Bermuda in an attempt to separate her from a suitor. Little does anyone know that the suitor has stowed away on board. When he is discovered, he is credited with catching a crook. The hapless hero receives a reward, and also the girl.	comedy
A young boy, Pip, runs into an escaped convict at his local churchyard. Pip does favours for Magwitch (the convict), such as bringing him food etc. until Magwitch is eventually arrested and deported to Australia.	drama
A young man drowns his sorrows in strong drink when jilted by his girl. His drunkenness gets him thrown in jail, where he falls in love with the jailer's daughter. When released, the young man tries everything to get back into the jail - though when he is mistaken for an anarchist bomber, he finds himself facing not just jail, but execution.	comedy
As described in a film magazine review,[3] Neil Dacey (Carrigan) loves Peggy Desmond (Taliaferro). Terence O'Malley (Sack), nephew of Squire O'Malley (Ryan), is anxious to win Peggy. Terence and his uncle have a quarrel because Terence cannot win Peggy, and the squire is killed. Terence does the killing with Neil's gun, so Neil is held for the murder. Peggy, to save her fiance, dresses as the will-o'-the-wisp, and this results in a confession by Terence.	drama
As described in a film magazine,[4] Rebecca Randall (Pickford) is taken into the home of her aunt Hannah (Eddy), a strict New England woman. Rebecca meets Adam Ladd (O'Brien), a young man of the village, and they become great friends. One day Rebecca promises to marry Adam when she becomes of age. Unable to withstand her pranks any longer, her aunt sends her away to a boarding school. She graduates a beautiful young lady. Shortly thereafter, Adam demands a fulfillment of her promise.	drama
A philandering husband's public flirtation with a beautiful girl—and the resulting brawl with the woman's boyfriend—are captured by a newsreel cameraman. When the husband takes his wife and her mother out to the movies, the footage is shown on-screen. The husband tries to flee the theater, only to be spotted and leaped upon by the woman's boyfriend, treating viewers to two simultaneous fights between the same two men, both on-screen and in the aisle.	comedy
At the end of the 19th century in the Far West, a farmer is fighting for his right to plough the plains. In order to expel the farmers, the ranchers try to control access to water.[2]	western
As described in a film magazine,[2] Moctezuma (Hatton), the Aztec king, resents the intrusion of the Spanish who have come to convert the Aztecs to Christianity. As Tecza (Farrar), daughter of the king, loves Alvarado (Reid), one of the Spanish captains, she allows the Spanish soldiers to enter the palace. After a terrific battle, she is the only surviving Aztec and the Spanish allow her to depart in peace. Alvarado then comes wooing the last of the Aztecs and wins her.	romance
"Con artists Harold (Harold Lloyd) and Snub (Snub Pollard) try to con the ""not easily outwitted"" Miss Goulash (Bebe Daniels) and her father."	comedy
As described in a film magazine,[3] George Travelwell (Fairbanks), an American youth motoring in Morocco, discovers that the governor of El Harib (Campeau) has seized a young American woman for his harem. Disguised as an inmate of the harem, George nearly wrecks the place while he rescues her. One thrilling incident follows upon the heels of another in their attempts to get away, and it ends with him setting one tribe against another, leaving them free to peacefully ride away.	unknown
The plot centers around an inter-racial romance between a Chinese princess (Talmadge) and an American (Meighan). When palace officials discover she has become pregnant she is sentenced to death. In the latter part of the film Talmadge plays the now adult daughter of the affair, seeking her father in the Philippines.	drama
A young girl suddenly finds herself wealthy, but lacking in social graces. She calls upon the disinherited son from a wealthy family for help.	comedy
"Socialite but penniless orphan Lily Bart is living with her wealthy aunt who insists that she takes upon herself a rich husband. Balking at this idea and remaining faithful to her impecunious sweetheart Lawrence Selden (Henry Kolker), Lily is desirous of maintaining her luxurious lifestyle: she accepts the financial ""favors"" of some married millionaires but refuses to surrender her virtue in return – until she discovers that her sainted Selden has been fooling around with another man's wife."	drama
As described in a film magazine,[2] determined to lay down her life if necessary for her country, Princess Marya (Storey) mobilizes an army of Russian peasant women and is stationed in one of the front line trenches. German forces are about to overrun her battery when American volunteers arrive, and the Germans are dispelled. With autocracy abolished in Russia, Marya consents to become the wife of American Captain Rodney Willard (McCullough).	drama
Bebe plays a pretty young thing with several suitors, including Harold, competing to win her affections.	comedy
During World War I, a professional thief known as The Lone Wolf (Henry B. Walthall) is assigned to steal a cylinder with important information from behind the German lines and bring it to Allied intelligence headquarters. However, German agents set out to stop him, headed by the dreaded Eckstrom (Lon Chaney), the man who was responsible for slaughtering the Lone Wolf's sister and her family.	drama
"A young man (Fay) goes out to eat breakfeast with his friend (Harrison). As a restaurant ""regular"" with a pistol threatens to eat everyone's bacon, the two friends flee."	comedy
"According to a contemporary New York Times article, the first half of the film shows ""Armenia as it was before Turkish and German devastation, and led up to the deportation of priests and thousands of families into the desert. One of the concluding scenes showed young Armenian women flogged for their refusal to enter Turkish harems and depicted the Turkish slave markets.""[2] The story was adapted for the screen by Henry Leyford Gates, who also wrote the book.[3]"	drama
Martin Wingrave(Barrymore) is arrested and sent to prison for seven years for a crime he didn't commit. While incarcerated he learns that his girlfriend and her male accomplice framed him for the crime. When Wingrave is released he plots revenge against his former girl and her man(Manon, Schable). However he begins a romance with his neighbor, a young woman(Binney) who truly loves him and warms his heart.	drama
Based upon a plot summary in a newspaper,[3] Amy (Bennett) is married to a cad but visits another man who loves her and helps her endure her marriage. After a confrontation and struggle between the men which leads to a death, Amy stands accused of the murder.	drama
Captain Bob White, an American aviator behind enemy lines, disguises himself as a woman in order to fool and steal an important map from the members of the German High Command, including the Kaiser himself.	comedy
The film revolves around a young woman who sleepwalks and the doctor who is attempting to treat her. The climactic scene involves the young woman sleepwalking precariously on the outside ledge of a tall building, anticipating Lloyd's more famous skyscraper-scaling scenes in Safety Last! (1923). A subplot has Lloyd and his friend getting inebriated on homemade liquor and then trying to avoid a prohibition-era policeman who pursues them for being drunk.	comedy
As described in a film publication,[2] a youth (Arthur Rankin) in the prologue seeks advice from his grandfather (Sydney), who then recalls a romance of his own youth which is then shown as a flashback. A priest (Sydney) is in love with an Italian opera singer (Keane), and the drama involves the conflict between his efforts to rise above worldly things or to leave with her. The romance ends with a deep note of pathos.	romance
"Socialite Anatol Spencer (Reid), finding his relationship with his wife (Swanson) lackluster, goes in search of excitement.
After bumping into old flame Emilie (Hawley), he leases an apartment for her only to find that she cheats on him. He is subsequently robbed, conned, and booted from pillar to post. He decides to return to his wife and discovers her carousing with his best friend Max (Dexter)."	drama
As described in a film magazine,[4] country girl Eileen (Lee) comes to New York City to make her career on the stage. She is rescued from want by Pop O'Malley (Ogle), an aged actor who works as a door keeper, and finds employment in the chorus. Larry Taylor (Holt), a wealthy man-about-town, seeks to win her without benefit of clergy. She falls in love with him and, against Pop's instructions, goes to his house. Knowing what awaits her there, Pop follows her with a resulting dramatic ending.	unknown
The plot of Experience was summarized in the August 1921 issue of Photoplay magazine.	drama
"Peter Ibbetson (Reid) is an orphan raised by his uncle, Colonel Ibbetson. When the Colonel insults his dead mother, Peter attacks him and is ordered from the house. Then the young man runs into his childhood sweetheart, Mimsi (Ferguson), and their romantic feelings are rekindled.
Unfortunately, Mimsi has married, but they carry on a love affair in their dreams. Their dream-affair continues over the years, even after Peter kills her husband, the Duke of Towers, and gets a life prison sentence."	romance
The Boy meets and marries The Girl. A year later, the two walk down the street with a baby carriage carrying a bottle instead of a baby when they run into The Girl's brother who asks the couple to do him a favor and babysit his children. They accept and the remainder of the short consists of gags showcasing the difficulties of babysitting children. At the very end, The Boy discovers some knitted baby clothes in a drawer (implying that The Girl is pregnant).	comedy
"A girl (Wilson) is held at mercy of gang of crooks, her only friend being a ""half-wit"". A murder is committed and blame shifted to the girl.
The ""half-wit"" has seen the murder, but cannot remember. When he is cured, his testimony frees the girl."	unknown
As described in a film publication,[4] the story involves an underworld plot to defraud givers to a charity for French orphans. Jenny Dark (Johnstone), who greatly admires Joan d'Arc, supposedly the wife of a French officer, at a banquet collects $200,000 for the French orphans. Jenny's father Jim (Hatch) is a plain clothes man, so the crooks do not get away. However, when Jim goes to arrest the impostor, he finds his daughter Jenny in the room with him. However, soon all is explained.	comedy
"The Sky Pilot (Bowers) arrives in a small rough-and-tumble cattle town in the north, intent on bringing religion to its tough residents. At first they reject him, but in time he wins the residents over with his prowess. A plot to steal cattle is uncovered and disrupted. Gwen, daughter of the ""Old Timer,"" is injured in a stampede, loses her ability to walk, but recovers thanks to the power of love."	drama
When an underworld figure inherits a fortune, he goes straight and endeavors to become a respectable businessman. But on a trip to Paris, he encounters a few not-so-honest types who think he is ripe for picking.	unknown
An Indian maid and American girl (both played by Florence Vidor) share a single soul which shifts between them each day when they are awake.[3]	drama
Keaton plays a botany student who is accidentally awarded an electrical engineering degree. He then attempts to wire a home using many gadgets. The man to whom the degree should have been awarded then exacts revenge by rewiring those gadgets to cause mayhem.	comedy
"The grandma's boy is a timid coward who cannot muster courage to woo his girl and is afraid of his rival. His loving grandma gives him a magic charm from the Civil War that had been used by his grandfather, which gives him the courage to capture a town criminal and win the girl. The ""magic charm"" turns out to be the handle of her umbrella and his grandma was pretending it was magical all along."	comedy
A wild, wealthy woman (Joy) is brought to heel by a sermonizing district attorney after she accidentally hits and kills a motorcycle cop.	drama
Seven-year-old Jackie Blair (Coogan), the son of poor immigrants, is orphaned and, leaving Ellis Island, finds his way into the home of a hardbitten ex-seaman, Captain Bill. Despite his initial misgivings, the Captain grows fond of the boy. Tension mounts when officials attempt to take Jackie away for deportation, and the Captain tries to find a way to keep him safe.[1]	unknown
Oliver's mother, a penniless outcast, died giving birth to him. As a young boy, Oliver is brought up in a workhouse, later apprenticed to an uncaring undertaker, and eventually taken in by a gang of thieves who befriend him for their own purposes. All the while, there are secrets from Oliver's family history waiting to come to light.	drama
Chaplin plays a laborer on a house construction site. When he gets paid, his wife wants all the money, but he manages to keep enough of it to go out drinking. He returns home just in time to pretend he has just woken up to go to work.	comedy
Spoiled son Andrew Kane (Joseph Striker) competes with James Surbrun (Harry T. Morey) for the affections of wild child Julie Grayton (Mary Anderson). Kane is convicted of murdering Surbrun, but later exonerated.[1]	drama
As reviewed in a film magazine,[3] a rich man's son marries an artist's model, and is then disinherited by his father. Despite their circumstances, both the son and his model wife do well.	drama
A young man (Keaton) has a series of encounters in an amusement area, much like Coney Island, until happening upon a group of men preparing a hot air balloon for launch. The young man assists the group by climbing atop the balloon to affix a pennant, when the balloon mistakenly takes flight with no one aboard but the young man. The young man finally downs the balloon in a wilderness area, where he encounters a young outdoorswoman and proceeds to have a series of misadventures.	comedy
"Julia (Bessie Love) is a ""small-town heartbreaker""[2] who falls for an older man (Charles K. French).[3] When he takes her back to his home in Chicago, she finds out he is married. She leaves him, returning to neighbor Noble Dill (Harold Goodwin).[4]"	romance
A nobleman, posing as a necktie salesman, falls in love with the daughter of a circus puppeteer, even though he is already married to the daughter of his country's war minister.	drama
The film is a spoof of Rudolph Valentino’s hit 1921 film The Sheik and features Turpin as a bill poster daydreaming about having various adventures as an Arabian sheik.[3]	comedy
Newland Archer is engaged to May Mingott of a prominent New York family. Shortly after the engagement is announce, Newland finds himself attracted to May’s older married cousin Countess Ellen Olenska. After his marriage to May, Newland and Ellen agree to run away together. Before this can happen, May visits her husband’s lover and informs her that she is expecting a child. Ellen and Newland part ways, Newland vowing to be a better husband to his wife May.	drama
Crippled by the war, Oliver Bashforth (Richard Barthelmess) moves into a lonely cottage in search of solitude. He meets Laura Pennington (May McAvoy), a plain and lonely woman, and marries her, primarily to escape from his energetic sister, Ethel (Florence Short). The unhappy couple allow their insecurities to suppress romance and happiness, but their mutual admiration grows and becomes love, manifested by the recognition of the inner beauty in each of them.[4]	romance
Gritzko (John Gilbert) is a Russian nobleman and Tamara (Aileen Pringle) is the object of his desire.	drama
Episodic in nature (effectively three short films merged into one), the first episode features Hubby winning a live turkey in a raffle and taking it home on a crowded streetcar, much to the chagrin of the other passengers. The second features Hubby grudgingly taking the family en masse out on his brand new Butterfly Six automobile, and the third is an escapade with his sleepwalking mother-in-law.	comedy
A family from Poland has been left homeless in the wake of World War I. They move to Germany and struggle to survive the conditions there, during the Great Inflation. Inga (Carol Dempster) is a Polish war orphan who has only accumulated a small amount of money from the rubble and hopes to marry Paul (Neil Hamilton). Weakened by poison gas, Paul begins to invest in Inga's future and he serves as their symbol of optimism.	drama
Mickey Hogan (Jackie Coogan) is an orphan cabin boy on a ship commanded by a cruel captain (Tom Santschi). His only friend is a black cat, called Man Friday. A storm shipwrecks Mickey on an island, where is made into a captive war god. The next island is run by a white man Adolphe Schmidt (Bert Sprotte), who lives there with his daughter Gretta (Gloria Grey).	unknown
The shop girl Tessie McGuire is invited by her boss to a fun party. There she acts like a Russian duchess. The owner of an expensive department store hires her to attract customers. As she finds her way in the New York's higher milieu, she alienates most of her friends.	comedy
Madame L'Enigme (Laurette Taylor) is a fortune-teller whose client Mario (Warner Oland) recognises her as a woman who disappeared in a cloud of scandal after her husband's suicide.	romance
Jean Leonnec (Ramon Novarro) and Marise La Noue (Enid Bennett) are penniless lovers who elope to Paris. However, they are separated shortly after their arrival, leading to a downward spiral in each of their lives. She becomes a prostitute known as 'the red lily'; he learns the ways of the underworld from Bo-Bo (Wallace Beery).	drama
In Renaissance Florence, a Florentine trader meets a shipwrecked stranger, who introduces himself as Tito Melema, a young Italianate-Greek scholar. Tito becomes acquainted with several other Florentines, including Nello the barber and a young girl named Tessa. He is also introduced to a blind scholar named Bardo de' Bardi, and his daughter Romola. As Tito becomes settled in Florence, assisting Bardo with classical studies, he falls in love with Romola.	drama
Matrimony is not only a good thing, but also a good financial deal: Lawyer Dick Tyler (Conrad Nagel) makes his merger bid for artist Doris (Marguerite De La Motte) as his partner Jim Knight (Lewis Stone) squanders the firm's asset on gold-digger Evelyn (Paulette Duval).	drama
The King of Illyris (Lewis Stone) marries a neighboring princess (Alice Terry), who finds out he has a mistress, Sephora (Helena D'Algy). Revolted, she turns to Prince Alexei (John Bowers) for friendship. Turmoil increases as a revolution demands the abdication of the King and the Queen opposes this decision.	drama
"Although he wins the championship by a knockout, prizefighter Lefty O'Brien is not a happy man because he broke his left hand on the jaw of his opponent, who ended up seriously hurt.
Lefty has a girlfriend, Patsy, but her father is opposed to their getting married. When she is treated for an injury by Dr. Franklin, he also attempts to sweep her off her feet. Lefty and her dad need to come to her rescue when she's trapped on a runaway train."	comedy
A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, leaving her penniless and with an infant son. When her former father-in-law tries to get custody of the child, she leaves him with a couple she trusts, but when she later goes to reclaim her son, she can't find the people she left him with.	drama
Prince Danilo falls in love with dancer Sally O'Hara. His uncle, King Nikita I of Monteblanco forbids the marriage because she is a commoner. Thinking she has been jilted by her prince, Sally marries old, lecherous Baron Sadoja, whose wealth has kept the kingdom afloat. When he dies suddenly, Sally must be wooed all over again by Danilo.	unknown
Zara (Aileen Pringle) is a gypsy rogue who joins with Confederate Zazarack (Mitchell Lewis) to aid Michael Nash (Conway Tearle), the crooked guardian of heiress Doris Merrick (Gladys Hulette), to gain control of her estate by way of fake seances.	thriller
Tim Kelly (Jackie Coogan) is a kid who runs away from an orphanage fire and takes refuge with Max, a junk man (Max Davidson).	drama
The film takes a behind-the-scenes look at the romantic lives of three chorus girls and the way their preferences in men affect their lives.[1] Sally is brassy, self-assured chorine in search of a sugar daddy. Irene is a romantic girl easily seduced by con men. Whereas Mary is the true heroine of the story, leaving the sordidness behind to settle down [2]	romance
Jennie Hagan (Swanson) is a waitress who dreams of becoming a star. When a real theatrical diva (Astor) arrives in town, Jennie schemes to get a part on the stage.	comedy
Singer Nora (Mae Busch) left her husband for new flame Larry (Lew Cody); her husband's suicide cools the affair, and the pair meets again when, years later, Larry meets and falls in love with Nora's daughter.	drama
Jan (Lon Chaney) is a Swedish farmer and Glory (Norma Shearer) is his beloved daughter, who saves him from bankruptcy by eloping to the big city with their rapacious landlord, driving Jan to madness.	drama
"Set in Caldwell, Kansas on the Kansas-Oklahoma border, the movie features cowboy Don Carver (Hart) as a ""tumbleweed"" (i.e., a drifter) who decides to settle down after falling in love with Molly Lassiter (Barbara Bedford). Carver decides to get in on the Cherokee Strip land rush but when he's arrested and parted from his new love, he's in danger of missing the big race. Lucien Littlefield plays a strong supporting role in the movie as Hart's comic sidekick and best friend.[1]"	western
"Alfred's father wants him to make a man of himself so sends him off on a hunting and fishing trip. He doesn't catch or shoot anything, but he does fall in love with a mountain girl. When her father and brothers laugh at this they are told that he is Alfred ""Battling"" Butler, the championship fighter. From there on the masquerade must be maintained."	comedy
Beverly Calhoun (Davies) impersonates the Prince of Graustark to claim his birthright while he recovers from a skiing injury. In the meantime, she falls for her bodyguard Dantan (Moreno).	comedy
Comedy about a small-town girl unhappy with her family, and a boy trying to please her by throwing a big party.	drama
May (Claire Windsor) is married to Roger (Conrad Nagel), an alcoholic hell-raiser. During one of their riotous parties, she tests his fidelity by impersonating a notorious masked dancer (Hedda Hopper) and trying to seduce him.	comedy
"The film concerns a rich young Frenchman (Conrad Nagel) who forsakes the humdrum business world for the bohemian life of an artist. Renee Adoree co-stars as ""The Gypsy Maid"" who leads the hero merrily astray. Myrna Loy makes a brief, barely clothed appearance as ""The Living Statue,"" the first of von Sternberg's many beautiful ""mannequins."""	drama
A deceiver leads the fast set in Paris and is involved in love affairs and blackmail until he mends his way for his daughter's sake.	comedy
An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.	drama
"The film tells the story of Jack, a spy for the Confederate States of America during the Civil War, and his efforts to capture a Union shipment of gold. Obstacles along the way include a pair of sisters, hostile Indians, and a firing squad.
The film features fictional incidents involving actual historical figures such as Abraham Lincoln, Brigham Young, and Sitting Bull."	comedy
Jewel Courage (Borden) rejects a suitor (Hamilton), whom she thinks is a chauffeur, in favor of a man she thinks is a millionaire. It transpires that the roles were, in fact, reversed; Hamilton is the millionaire and the other man a chauffeur. Jewel is crushed but manages to do well for herself in business, until she and the real millionaire find themselves reconciled.[2][3]	comedy
"After a bully helps him out of a jam, Samuel ""Kid"" Boots tries to return the favor by helping his new friend get free from a gold digging wife."	comedy
Early in the 19th century, the USS Constitution is launched as part of an effort to stop piracy in the Mediterranean. Meanwhile, a young man determined to go to sea (Farrell) is befriended by the bos'n (Beery) of the merchant ship Esther, and he joins her crew. When the Esther reaches the Mediterranean, she too, along with the Constitution, becomes involved in the battle against the pirates.	adventure
"Paul Bergot (Harry Langdon) is a Belgian immigrant to the United States who has fallen in love with Mary Brown (Priscilla Bonner), a blind woman. They met as pen-pals when he was fighting in Europe during World War I. Mary even sent Paul a photo of her.
Paul searches for Mary Brown by asking every woman he meets if she is Mary Brown. By accident he rescues her town from crooks and bootleggers."	comedy
The film tells of Harry (Langdon) a ne'er-do-well who falls in love with Betty (Crawford), a girl on a billboard.[2] Harry participates in a cross country foot race hoping to win prize money in hopes of marrying her.	comedy
