Unnamed: 0	sentence	label
10	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!gatech!howland.reston.ans.net!usenet.ins.cwru.edu!cleveland.Freenet.Edu!cj195 From: cj195@cleveland.Freenet.Edu (John W. Redelfs) Newsgroups: talk.religion.misc Subject: Re: Who's next?  Mormons and Jews? Date: 26 Apr 1993 02:04:54 GMT Organization: Case Western Reserve University, Cleveland, OH (USA) Lines: 17 Message-ID: <1rfg06$8mm@usenet.INS.CWRU.Edu> References: <C5sDyp.C6E@bony1.bony.com> <C5sL3z.2B2@murdoch.acc.Virgi	talk.religion.misc
11	 Newsgroups: talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!saimiri.primate.wisc.edu!doug.cae.wisc.edu!davinci.ece.wisc.edu!irfan From: irfan@davinci.ece.wisc.edu (Irfan Alan) Subject: A TREATISE ON THE MIRACLES OF MUHAMMAD SAW, PART-1 Organization: Univ. of Wisconsin-Madison; Electrical & Computer Engineering Distribution: usa Date: 15 Apr 93 02:48:44 CDT Message-ID: <1993Apr15.02	talk.religion.misc
12	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:54482 talk.religion.misc:84566 Newsgroups: alt.atheism,talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!utnut!torn!watserv2.uwaterloo.ca!beetle.watstar.uwaterloo.ca!GMILLS From: GMILLS@CHEMICAL.watstar.uwaterloo.ca (Phil Trodwell) Subject: Re: Moral relativism -- what if we all agree? (was Re: After 2000 etc) Message-ID: <	talk.religion.misc
13	" Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:120358 alt.atheism:52938 talk.religion.misc:83455 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!europa.eng.gtefsd.com!fs7.ece.cmu.edu!news.sei.cmu.edu!bb3.andrew.cmu.edu!andrew.cmu.edu!dsav+ From: ""David R. Sacco"" <dsav+@andrew.cmu.edu> Newsgroups: talk.abortion,alt.atheism,talk.religion.misc Subject: Re: After 2000 years, can we say that Christian Morality is Date: Thu, 15 Apr 1993 13:14:31 -0400 Organizat"	talk.religion.misc
14	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53972 talk.religion.misc:84233 talk.origins:41124 Newsgroups: alt.atheism,talk.religion.misc,talk.origins Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!ira.uka.de!rz.uni-karlsruhe.de!stepsun.uni-kl.de!sun.rhrk.uni-kl.de!efes.physik.uni-kl.de!kring From: kring@efes.physik.uni-kl.de (Thomas Kettenring) Subject: Re: After 2000 years, can we say that Christian	talk.religion.misc
15	 Xref: cantaloupe.srv.cs.cmu.edu alt.conspiracy:21898 talk.politics.misc:179014 talk.religion.misc:83930 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!agate!dog.ee.lbl.gov!network.ucsd.edu!ivem.ucsd.edu!spl From: spl@ivem.ucsd.edu (Steve Lamont) Newsgroups: alt.conspiracy,talk.politics.misc,talk.religion.misc Subject: Re: A Message for you Mr. President: How do you know what happened? Date: 23 Apr 1993 20:2	talk.religion.misc
16	 Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:83494 alt.atheism:53013 talk.abortion:120440 Newsgroups: talk.religion.misc,alt.atheism,talk.abortion Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!quack!pharvey From: pharvey@quack.kfu.com (Paul Harvey) Subject: Christians above the Law? was Clarification of personal position Message-ID: <f1660vi@quack.kfu.com> Followup-To: talk.religion.misc Organization: The Duck Pond public unix: +1 408 249 9630, log in as 'guest'.	talk.religion.misc
17	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:54157 talk.religion.misc:84349 talk.origins:41164 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!cs.utexas.edu!utnut!torn!nott!bnrgate!bnr.co.uk!uknet!pipex!doc.ic.ac.uk!cs.city.ac.uk!not-for-mail From: lionel@cs.city.ac.uk (Lionel Tun) Newsgroups: alt.atheism,talk.religion.misc,talk.origins Subject: Re: Burden of Proof Date: 22 Apr 1993 21:21:39 +0100 Org	talk.religion.misc
18	 Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:83757 talk.politics.misc:178806 sci.skeptic:43395 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!uwm.edu!linac!uchinews!mimsy!afterlife!tecsun1!descartes!riggs From: riggs@descartes.etl.army.mil (Bill Riggs) Newsgroups: talk.religion.misc,talk.politics.misc,sci.skeptic Subject: Re: Who's next? Mormons and Jews? Message-ID: <2008@te	talk.religion.misc
19	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!usc!sdd.hp.com!think.com!cass.ma02.bull.com!cass.ma02.bull.com!not-for-mail From: ddavis@cass.ma02.bull.com (Dave Davis) Newsgroups: talk.religion.misc Subject: Re: Christian meta-ethics Date: 22 Apr 1993 08:11:56 -0400 Organization: Bull World Wide Information Systems, Inc. Lines: 117 Distribution: na Message-ID: <1r622c$c17@cass.ma02.bull.com> NNTP-Posting-Host: cass.ma02.bull	talk.religion.misc
20	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53674 talk.religion.misc:84017 Newsgroups: alt.atheism,talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!usc!cs.utexas.edu!utnut!torn!watserv2.uwaterloo.ca!beetle.watstar.uwaterloo.ca!GMILLS From: GMILLS@CHEMICAL.watstar.uwaterloo.ca (Phil Trodwell) Subject: Re: Societal basis for morality Message	talk.religion.misc
21	 Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:83796 talk.politics.misc:178846 sci.skeptic:43502 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!usc!elroy.jpl.nasa.gov!nntp-server.caltech.edu!juliet.caltech.edu!lmh From: lmh@juliet.caltech.edu (Henling, Lawrence M.) Newsgroups: talk.religion.misc,talk.politics.misc,sci.skeptic Subject: Re: Who's next?  Mormons and Jews? Date: 23 Apr 1993 00:27 PDT Organization: California Institute of Technology Lines: 9 Distrib	talk.religion.misc
22	 Newsgroups: talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!emory!athena!hudson From: hudson@athena.cs.uga.edu (Paul Hudson Jr) Subject: Re: Clarification of personal position Message-ID: <C5rBHt.Fw4@athena.cs.uga.edu> Organization: University of Georgia, Athens References: <C5MuIw.AqC@mailer.cc.fsu.edu> Date: Tue, 20 Apr 1993 00:46:39 GMT Lines: 26 In article <C5MuIw.AqC@mailer.cc.fsu.edu> dle	talk.religion.misc
23	 Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:83798 misc.legal:60874 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!pogo.isp.pitt.edu!joslin From: joslin@pogo.isp.pitt.edu (David Joslin) Newsgroups: talk.religion.misc,misc.legal Subject: Re: Silence is concurance Message-ID: <9157@blue.cis.pitt.edu> Date: 16 Apr 93 16:31:13 GMT References: <1993Apr16.130432.19062@linus.mitre.org> Sender: news+@pitt.edu Followu	talk.religion.misc
24	 Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:84107 talk.politics.guns:54867 soc.culture.jewish:63510 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!noc.near.net!transfer.stratus.com!sw.stratus.com!cdt From: cdt@sw.stratus.com (C. D. Tavares) Newsgroups: talk.religion.misc,talk.politics.guns,soc.culture.jewish Subject: Re: Who's next?  Mormons and Jews? Followup-To: talk.politi	talk.religion.misc
25	 Newsgroups: talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!news.centerline.com!uunet!Cadence.COM!stevep From: stevep@Cadence.COM (Steve Peterson) Subject: Re: Question on Sabbath question; Correction Message-ID: <1993Apr20.171354.8727@Cadence.COM> Organization: Cadence Design Systems, Inc. References: <1qbna6$b1s@usenet.INS.CWRU.Edu> <C5H6sB.K4o@mailer.cc.fsu.edu> Date: Tue, 20 Apr 1993 17:13:54 GMT Lines: 13 >> There are a few groups that continue to belie	talk.religion.misc
26	 Newsgroups: talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!newsserver.jvnc.net!glassboro.edu!kilroy From: kilroy@gboro.rowan.edu (Dr Nancy's Sweetie) Subject: Re: Food For Thought On Tyre Message-ID: <1993Apr22.042653.23854@gboro.rowan.edu> Summary: Another Inerrantist rewrites the Bible. Keywords: Scripture, implication, prophesy, `Woof!' Organization: Rowan College of New Jersey Disclaimer: Brandy the Wo	talk.religion.misc
27	 Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:121182 alt.atheism:53789 talk.religion.misc:84104 Newsgroups: talk.abortion,alt.atheism,talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!sdd.hp.com!nigel.msen.com!heifetz!rotag!kevin From: kevin@rotag.mi.org (Kevin Darcy) Subject: Re: After 2000 years, can we say that Christian Morality is Message-ID: <1993Apr24.170554.5593@rotag.mi.org> Organization: Who, me??	talk.religion.misc
28	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53268 talk.religion.misc:83664 talk.origins:40925 Newsgroups: alt.atheism,talk.religion.misc,talk.origins Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!sol.ctr.columbia.edu!usenet.ucs.indiana.edu!sunflower.bio.indiana.edu!adpeters From: adpeters@sunflower.bio.indiana.edu (Andy Peters) Subject: Re: Rawlins debunks creationism Message-ID: <C5sIJr.7DF@usenet.ucs.indiana.edu> Sender	talk.religion.misc
29	 Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:118692 talk.religion.misc:82796 Newsgroups: talk.abortion,talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!mailer.cc.fsu.edu!garnet.acns.fsu.edu!dlecoint From: dlecoint@garnet.acns.fsu.edu (Darius_Lecointe) Subject: Re: Spreading Christianity (Re: Christian Extremist Kills Doctor) References: <Yfk8p=q00WBM47T0sJ@andrew.cmu.edu> Sender: usenet@mailer.cc.fsu.edu Organization: Flor	talk.religion.misc
1000	 From: thatchh@hplsla.hp.com (Thatch Harvey) Date: Mon, 19 Apr 1993 23:26:39 GMT Subject: Re: Removing Rain-X coat on the front windshield, any tips? Message-ID: <147520054@hplsla.hp.com> Organization: HP Lake Stevens, WA Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!bogus.sura.net!howland.reston.ans.net!usc!sdd.hp.com!hp-cv!hp-pcd!hplsla!thatchh Newsgroups: rec.autos References: <1q4t2bINNkne@shelley.u.washington.edu> Lines: 21    If you want a summer without rain, you're in the wrong place. Y	rec.autos
1001	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!boulder!bowmanj From: bowmanj@csn.org (Jerry Bowman) Subject: Re: Improvements in Automatic Transmissions Message-ID: <1993Apr23.170347.6787@colorado.edu> Sender: news@colorado.edu (The Daily Planet) Nntp-Posting-Host: fred.colorado.edu Organization: University of Colorado Boulder, OCS References: <C5wEqE.5IG@news.rich.bnr.ca> Date: Fri, 23	rec.autos
1002	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!ux1.cso.uiuc.edu!news.cso.uiuc.edu!dcl-nxt07!mchaffee From: mchaffee@dcl-nxt07 (Michael T Chaffee) Subject: Re: VIPER Date: Sun, 18 Apr 1993 07:15:19 GMT Message-ID: <C5o45J.3nK@news.cso.uiuc.edu> References: <C5JnHA.8IB@murdoch.acc.Virginia.EDU> Sender: usenet@news.cso.uiuc.edu (Net Noise owner) Organization: University of Illinois at Urbana Lines: 14 rmt6r@faraday.clas.Virginia.EDU (	rec.autos
1003	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!usc!cs.utexas.edu!uunet!spsgate!mogate!newsgate!usenet From: markm@bigfoot.sps.mot.com (Mark Monninger) Subject: Re: No-Haggle Deals...Save $$??? Message-ID: <1993Apr20.144954.8599@newsgate.sps.mot.com> Sender: usenet@newsgate.sps.mot.com Nntp-Posting-Host: 223.250.10.7 Reply-To: rapw20@email.sps.mot.com Organization: SPS References: <49421@fibercom.COM> 	rec.autos
1004	 Xref: cantaloupe.srv.cs.cmu.edu rec.autos:101663 rec.autos.vw:14060 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!cs.uoregon.edu!news.uoregon.edu!news.u.washington.edu!stalfos!eliot From: eliot@stalfos.engr.washington.edu (eliot) Newsgroups: rec.autos,rec.autos.vw Subject: Re: top 10 reasons why i love CR (not for the humor impaired) Message-ID: <Apr06.203257.20048@engr.washington.edu> Date: 6 Apr 93 20:30:02 GMT Article-I.D.: engr.Apr06.203257.20048 References: <1993Apr6.180456.1	rec.autos
1005	 Xref: cantaloupe.srv.cs.cmu.edu rec.autos.tech:54178 rec.autos:103136 Newsgroups: rec.autos.tech,rec.autos Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!boulder!bowmanj From: bowmanj@csn.org (Jerry Bowman) Subject: Re: Help!!!(With Buick Regal) Message-ID: <1993Apr23.165117.6105@colorado.edu> Sender: news@colorado.edu (The Daily Planet) Nntp-Posting-Host: fred.colorado.edu Organization: University of Colorado Boulder, OCS References: <C5wyKp.L98@ulowell.ulowell.edu> Da	rec.autos
1006	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!mdisea!mothost!lmpsbbs!NewsWatcher!user From: CPB004@email.mot.com (Philip Bush) Subject: Re: Plug wires -- Do they really need replacement? Organization: Motorola, Inc., Schaumburg, IL, USA Distribution: na Date: Tue, 27 Apr 1993 00:05:04 GMT Message-ID: <CPB004-260493185736@145.1.148.5> Followup-To: rec.autos References: <1rgvv2$am4@	rec.autos
1007	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!moe.ksu.ksu.edu!osuunx.ucc.okstate.edu!constellation!uokmax.ecn.uoknor.edu!callison From: callison@uokmax.ecn.uoknor.edu (James P. Callison) Subject: Re: Too fast Sender: usenet@constellation.ecn.uoknor.edu (Usenet Administrator) Message-ID: <C5r73H.3M1@constellation.ecn.uoknor.edu> Date: Mon, 19 Apr 1993 23:11:39 GMT References: <	rec.autos
1008	" Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!gatech!prism!gt4722a From: gt4722a@prism.gatech.EDU (James B. Atkins) Newsgroups: rec.autos Subject: Honda Mailing list? Message-ID: <94539@hydra.gatech.EDU> Date: 24 Apr 93 00:02:48 GMT Organization: Georgia Institute of Technology Lines: 2 	Is there a Honda mailing list, and if so how do I subscribe to it?"	rec.autos
1009	 Xref: cantaloupe.srv.cs.cmu.edu rec.autos:102897 misc.wanted:31151 Newsgroups: rec.autos,misc.wanted Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!uwm.edu!ux1.cso.uiuc.edu!bradley.bradley.edu!camelot!wanderer From: wanderer@camelot.bradley.edu (Kevin Murphy) Subject: old license plates wanted Message-ID: <wanderer.734921700@camelot> Sender: news@bradley.bradley.edu Nntp-Posting-Host: camelot.bradley.edu Organization: Bradley U	rec.autos
1010	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!agate!doc.ic.ac.uk!uknet!pcl!jkjec From: jkjec@westminster.ac.uk (Shazad Barlas) Subject: Re: Manual Shift Bigots wanted Message-ID: <1993Apr21.155959.24526@westminster.ac.uk> Organization: University of Westminster References: <C5LIw2.CAx@news.rich.bnr.ca> <Apr17 <1qurqr$doc@news.ysu.edu> Date: Wed, 21 Apr 1993 15:59:59 GMT Lines: 7 The best auto-shifters 	rec.autos
1011	" Xref: cantaloupe.srv.cs.cmu.edu rec.autos:103513 misc.consumers:68077 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!usc!elroy.jpl.nasa.gov!alan From: alan@elroy.Jpl.Nasa.Gov (Alan S. Mazer) Newsgroups: rec.autos,misc.consumers Subject: Re: what is the deal with ""blue-book"" value of an auto? Date: 22 Apr 1993 18:07:36 GMT Organization: Image Analysis Systems Group, JPL Lines: 41 Distribution: na Message-ID: <1r6mt8INNsfi@elr"	rec.autos
1012	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!rochester!news.crd.ge.com!uunet!pipex!doc.ic.ac.uk!agate!headwall.Stanford.EDU!nntp.Stanford.EDU!tedebear From: tedebear@leland.Stanford.EDU (Theodore Chen) Subject: Re: SHO and SC Message-ID: <1993Apr17.064822.28260@leland.Stanford.EDU> Sender: news@leland.Stanford.EDU (Mr News) Organization: DSG, Stanford University, CA 94305, USA References: <5214@unisql.UUCP> <1993Apr15.232412.2261@ganglion.ann-arbor.mi.us> <C5L8rE.28@constellation.ecn.u	rec.autos
1013	 Newsgroups: rec.autos Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!pipex!uknet!pcl!jkjec From: jkjec@westminster.ac.uk (Shazad Barlas) Subject: Re: Nissan Nomenclature (was Re: Manual Shift Bigots wanted) Message-ID: <1993Apr23.104124.19197@westminster.ac.uk> Organization: University of Westminster References: <1993Apr21.155959.24526@westminster.ac.uk> <1r4smd$b37@usenet.INS.CWRU.Edu	rec.autos
1014	" Xref: cantaloupe.srv.cs.cmu.edu rec.autos:101615 rec.autos.vw:14036 Path: cantaloupe.srv.cs.cmu.edu!rochester!news.crd.ge.com!uunet!elroy.jpl.nasa.gov!decwrl!morrow.stanford.edu!morrow.stanford.edu!zowie From: zowie@daedalus.stanford.edu (Craig ""Powderkeg"" DeForest) Newsgroups: rec.autos,rec.autos.vw Subject: Re: Quick question Followup-To: alt.flame,misc.test Date: 5 Apr 93 22:14:03 Organization: Stanford Center for Space Science and Astrophysics Lines: 8 Message-ID: <ZOWIE.93Apr5221403@daedal"	rec.autos
1015	 Xref: cantaloupe.srv.cs.cmu.edu rec.autos:102904 rec.autos.tech:54052 alt.autos.antique:2765 rec.autos.antique:1217 Newsgroups: rec.autos,rec.autos.tech,alt.autos.antique,rec.autos.antique Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!saimiri.primate.wisc.edu!sal.wisc.edu!zimmer!news From: gregl@zimmer.CSUFresno.EDU (Greg Lewis) Subject: Re: WARNING.....(please read)... Message-ID: <C5Jxvv.MG3@zimmer.CSUFresno.EDU> Keywords: B	rec.autos
